"date","positive","death","positiveIncrease","deathIncrease"
2020-01-22,1,0,1,0
2020-01-23,1,0,0,0
2020-01-24,2,0,1,0
2020-01-25,2,0,0,0
2020-01-26,5,0,3,0
2020-01-27,5,0,0,0
2020-01-28,5,0,0,0
2020-01-29,5,0,0,0
2020-01-30,5,0,0,0
2020-01-31,7,0,2,0
2020-02-01,8,0,1,0
2020-02-02,8,0,0,0
2020-02-03,11,0,3,0
2020-02-04,11,0,0,0
2020-02-05,11,0,0,0
2020-02-06,11,0,0,0
2020-02-07,11,0,0,0
2020-02-08,11,0,0,0
2020-02-09,11,0,0,0
2020-02-10,11,0,0,0
2020-02-11,12,0,1,0
2020-02-12,12,0,0,0
2020-02-13,13,0,1,0
2020-02-14,13,0,0,0
2020-02-15,13,0,0,0
2020-02-16,13,0,0,0
2020-02-17,13,0,0,0
2020-02-18,13,0,0,0
2020-02-19,13,0,0,0
2020-02-20,14,0,0,0
2020-02-21,16,0,2,0
2020-02-22,16,0,0,0
2020-02-23,16,0,0,0
2020-02-24,16,0,0,0
2020-02-25,16,0,0,0
2020-02-26,16,0,0,0
2020-02-27,17,0,1,0
2020-02-28,17,0,0,0
2020-02-29,25,1,8,1
2020-03-01,32,1,7,0
2020-03-02,55,6,23,5
2020-03-03,74,7,19,1
2020-03-04,107,11,33,4
2020-03-05,184,12,77,1
2020-03-06,237,14,53,2
2020-03-07,403,17,166,3
2020-03-08,518,21,116,4
2020-03-09,593,22,75,1
2020-03-10,781,28,188,6
2020-03-11,1146,33,365,5
2020-03-12,1585,43,439,10
2020-03-13,2210,51,625,8
2020-03-14,2967,58,757,7
2020-03-15,3133,70,227,12
2020-03-16,4618,97,1400,27
2020-03-17,6276,131,1743,34
2020-03-18,8826,187,2636,59
2020-03-19,13459,260,4354,68
2020-03-20,19756,355,6297,100
2020-03-21,25712,457,5956,99
2020-03-22,34441,564,8729,109
2020-03-23,44760,746,10962,186
2020-03-24,55015,980,10255,239
2020-03-25,66540,1298,11525,322
2020-03-26,85323,1697,17220,405
2020-03-27,103718,2202,18395,505
2020-03-28,123006,2822,19288,627
2020-03-29,141734,3403,18728,574
2020-03-30,160158,4083,21216,680
2020-03-31,189311,5154,25344,1071
2020-04-01,117079,6069,15663,1140
2020-04-02,136438,7496,19359,1437
2020-04-03,155669,8845,19231,1331
2020-04-04,175688,10310,20840,1483
2020-04-05,191439,11822,15751,1512
2020-04-06,210495,13521,19056,1694
2020-04-07,231102,16041,20607,2520
2020-04-08,249185,18122,18083,2081
2020-04-09,270247,20275,21062,2153
2020-04-10,290300,22424,20053,2149
2020-04-11,308906,24486,18606,2062
2020-04-12,325636,26255,16730,1769
2020-04-13,342237,28144,16601,1889
2020-04-14,360925,30518,18688,2391
2020-04-15,376994,33053,16069,2535
2020-04-16,396747,35218,19753,2085
2020-04-17,419705,37152,22958,2001
2020-04-18,438167,39064,18462,1912
2020-04-19,455868,41032,17701,1875
2020-04-20,476102,43182,20234,2150
2020-04-21,494075,45656,17973,2474
2020-04-22,515404,48034,21329,2378
2020-04-23,538226,50415,24074,2381
2020-04-24,561637,52530,22135,2115
2020-04-25,579829,54186,19468,1656
2020-04-26,598382,55476,18553,1290
2020-04-27,615424,56891,17042,1415
2020-04-28,634455,59050,19031,2145
2020-04-29,653561,61511,19106,2461
2020-04-30,674963,63853,21402,2342
2020-05-01,580605,65685,24294,1832
2020-05-02,597845,67340,17240,1662
2020-05-03,612633,68412,15065,1072
2020-05-04,629635,69689,17002,1277
2020-05-05,645300,71933,15665,2244
2020-05-06,662588,74235,17288,2332
2020-05-07,681392,76094,18804,1859
2020-05-08,699920,77779,18528,1685
2020-05-09,716224,79263,16587,1484
2020-05-10,729191,80113,12967,850
2020-05-11,742025,81074,12834,961
2020-05-12,759371,82628,17346,1554
2020-05-13,773873,84332,14502,1704
2020-05-14,793428,86024,19555,1692
2020-05-15,810981,87622,17553,1583
2020-05-16,827182,88846,16201,1232
2020-05-17,839022,89563,11840,710
2020-05-18,854877,90714,15855,1151
2020-05-19,869096,92159,14219,1438
2020-05-20,885102,93614,16006,1444
2020-05-21,904130,94779,19028,1165
2020-05-22,921439,95995,17309,1216
