"forecast_date","target","target_end_date","location","type","quantile","value"
"2020-05-03","1 wk ahead cum case",2020-05-09,"01","point",NA,9422
"2020-05-03","1 wk ahead cum case",2020-05-09,"01","quantile",0.01,8670
"2020-05-03","1 wk ahead cum case",2020-05-09,"01","quantile",0.025,8788
"2020-05-03","1 wk ahead cum case",2020-05-09,"01","quantile",0.05,8888
"2020-05-03","1 wk ahead cum case",2020-05-09,"01","quantile",0.1,9009
"2020-05-03","1 wk ahead cum case",2020-05-09,"01","quantile",0.15,9087
"2020-05-03","1 wk ahead cum case",2020-05-09,"01","quantile",0.2,9135
"2020-05-03","1 wk ahead cum case",2020-05-09,"01","quantile",0.25,9183
"2020-05-03","1 wk ahead cum case",2020-05-09,"01","quantile",0.3,9230
"2020-05-03","1 wk ahead cum case",2020-05-09,"01","quantile",0.35,9277
"2020-05-03","1 wk ahead cum case",2020-05-09,"01","quantile",0.4,9322
"2020-05-03","1 wk ahead cum case",2020-05-09,"01","quantile",0.45,9365
"2020-05-03","1 wk ahead cum case",2020-05-09,"01","quantile",0.5,9422
"2020-05-03","1 wk ahead cum case",2020-05-09,"01","quantile",0.55,9465
"2020-05-03","1 wk ahead cum case",2020-05-09,"01","quantile",0.6,9535
"2020-05-03","1 wk ahead cum case",2020-05-09,"01","quantile",0.65,9601
"2020-05-03","1 wk ahead cum case",2020-05-09,"01","quantile",0.7,9666
"2020-05-03","1 wk ahead cum case",2020-05-09,"01","quantile",0.75,9741
"2020-05-03","1 wk ahead cum case",2020-05-09,"01","quantile",0.8,9821
"2020-05-03","1 wk ahead cum case",2020-05-09,"01","quantile",0.85,9904
"2020-05-03","1 wk ahead cum case",2020-05-09,"01","quantile",0.9,10017
"2020-05-03","1 wk ahead cum case",2020-05-09,"01","quantile",0.95,10196
"2020-05-03","1 wk ahead cum case",2020-05-09,"01","quantile",0.975,10365
"2020-05-03","1 wk ahead cum case",2020-05-09,"01","quantile",0.99,10517
"2020-05-03","2 wk ahead cum case",2020-05-16,"01","point",NA,11578
"2020-05-03","2 wk ahead cum case",2020-05-16,"01","quantile",0.01,9431
"2020-05-03","2 wk ahead cum case",2020-05-16,"01","quantile",0.025,9676
"2020-05-03","2 wk ahead cum case",2020-05-16,"01","quantile",0.05,9892
"2020-05-03","2 wk ahead cum case",2020-05-16,"01","quantile",0.1,10179
"2020-05-03","2 wk ahead cum case",2020-05-16,"01","quantile",0.15,10376
"2020-05-03","2 wk ahead cum case",2020-05-16,"01","quantile",0.2,10523
"2020-05-03","2 wk ahead cum case",2020-05-16,"01","quantile",0.25,10721
"2020-05-03","2 wk ahead cum case",2020-05-16,"01","quantile",0.3,10866
"2020-05-03","2 wk ahead cum case",2020-05-16,"01","quantile",0.35,11030
"2020-05-03","2 wk ahead cum case",2020-05-16,"01","quantile",0.4,11212
"2020-05-03","2 wk ahead cum case",2020-05-16,"01","quantile",0.45,11426
"2020-05-03","2 wk ahead cum case",2020-05-16,"01","quantile",0.5,11578
"2020-05-03","2 wk ahead cum case",2020-05-16,"01","quantile",0.55,11781
"2020-05-03","2 wk ahead cum case",2020-05-16,"01","quantile",0.6,11980
"2020-05-03","2 wk ahead cum case",2020-05-16,"01","quantile",0.65,12184
"2020-05-03","2 wk ahead cum case",2020-05-16,"01","quantile",0.7,12393
"2020-05-03","2 wk ahead cum case",2020-05-16,"01","quantile",0.75,12633
"2020-05-03","2 wk ahead cum case",2020-05-16,"01","quantile",0.8,12857
"2020-05-03","2 wk ahead cum case",2020-05-16,"01","quantile",0.85,13147
"2020-05-03","2 wk ahead cum case",2020-05-16,"01","quantile",0.9,13502
"2020-05-03","2 wk ahead cum case",2020-05-16,"01","quantile",0.95,14116
"2020-05-03","2 wk ahead cum case",2020-05-16,"01","quantile",0.975,14776
"2020-05-03","2 wk ahead cum case",2020-05-16,"01","quantile",0.99,15133
"2020-05-03","3 wk ahead cum case",2020-05-23,"01","point",NA,14533
"2020-05-03","3 wk ahead cum case",2020-05-23,"01","quantile",0.01,9709
"2020-05-03","3 wk ahead cum case",2020-05-23,"01","quantile",0.025,10081
"2020-05-03","3 wk ahead cum case",2020-05-23,"01","quantile",0.05,10420
"2020-05-03","3 wk ahead cum case",2020-05-23,"01","quantile",0.1,11047
"2020-05-03","3 wk ahead cum case",2020-05-23,"01","quantile",0.15,11341
"2020-05-03","3 wk ahead cum case",2020-05-23,"01","quantile",0.2,11718
"2020-05-03","3 wk ahead cum case",2020-05-23,"01","quantile",0.25,12089
"2020-05-03","3 wk ahead cum case",2020-05-23,"01","quantile",0.3,12415
"2020-05-03","3 wk ahead cum case",2020-05-23,"01","quantile",0.35,13062
"2020-05-03","3 wk ahead cum case",2020-05-23,"01","quantile",0.4,13671
"2020-05-03","3 wk ahead cum case",2020-05-23,"01","quantile",0.45,14075
"2020-05-03","3 wk ahead cum case",2020-05-23,"01","quantile",0.5,14533
"2020-05-03","3 wk ahead cum case",2020-05-23,"01","quantile",0.55,15117
"2020-05-03","3 wk ahead cum case",2020-05-23,"01","quantile",0.6,15599
"2020-05-03","3 wk ahead cum case",2020-05-23,"01","quantile",0.65,16006
"2020-05-03","3 wk ahead cum case",2020-05-23,"01","quantile",0.7,16442
"2020-05-03","3 wk ahead cum case",2020-05-23,"01","quantile",0.75,16954
"2020-05-03","3 wk ahead cum case",2020-05-23,"01","quantile",0.8,17461
"2020-05-03","3 wk ahead cum case",2020-05-23,"01","quantile",0.85,18044
"2020-05-03","3 wk ahead cum case",2020-05-23,"01","quantile",0.9,18720
"2020-05-03","3 wk ahead cum case",2020-05-23,"01","quantile",0.95,19812
"2020-05-03","3 wk ahead cum case",2020-05-23,"01","quantile",0.975,21126
"2020-05-03","3 wk ahead cum case",2020-05-23,"01","quantile",0.99,23106
"2020-05-03","4 wk ahead cum case",2020-05-30,"01","point",NA,19523
"2020-05-03","4 wk ahead cum case",2020-05-30,"01","quantile",0.01,9836
"2020-05-03","4 wk ahead cum case",2020-05-30,"01","quantile",0.025,10306
"2020-05-03","4 wk ahead cum case",2020-05-30,"01","quantile",0.05,10663
"2020-05-03","4 wk ahead cum case",2020-05-30,"01","quantile",0.1,11538
"2020-05-03","4 wk ahead cum case",2020-05-30,"01","quantile",0.15,11908
"2020-05-03","4 wk ahead cum case",2020-05-30,"01","quantile",0.2,12611
"2020-05-03","4 wk ahead cum case",2020-05-30,"01","quantile",0.25,13069
"2020-05-03","4 wk ahead cum case",2020-05-30,"01","quantile",0.3,13715
"2020-05-03","4 wk ahead cum case",2020-05-30,"01","quantile",0.35,15238
"2020-05-03","4 wk ahead cum case",2020-05-30,"01","quantile",0.4,16724
"2020-05-03","4 wk ahead cum case",2020-05-30,"01","quantile",0.45,18305
"2020-05-03","4 wk ahead cum case",2020-05-30,"01","quantile",0.5,19523
"2020-05-03","4 wk ahead cum case",2020-05-30,"01","quantile",0.55,20506
"2020-05-03","4 wk ahead cum case",2020-05-30,"01","quantile",0.6,21532
"2020-05-03","4 wk ahead cum case",2020-05-30,"01","quantile",0.65,22464
"2020-05-03","4 wk ahead cum case",2020-05-30,"01","quantile",0.7,23330
"2020-05-03","4 wk ahead cum case",2020-05-30,"01","quantile",0.75,24255
"2020-05-03","4 wk ahead cum case",2020-05-30,"01","quantile",0.8,25300
"2020-05-03","4 wk ahead cum case",2020-05-30,"01","quantile",0.85,26386
"2020-05-03","4 wk ahead cum case",2020-05-30,"01","quantile",0.9,27828
"2020-05-03","4 wk ahead cum case",2020-05-30,"01","quantile",0.95,30309
"2020-05-03","4 wk ahead cum case",2020-05-30,"01","quantile",0.975,32166
"2020-05-03","4 wk ahead cum case",2020-05-30,"01","quantile",0.99,37199
"2020-05-03","1 wk ahead inc case",2020-05-09,"01","point",NA,1800
"2020-05-03","1 wk ahead inc case",2020-05-09,"01","quantile",0.01,1064
"2020-05-03","1 wk ahead inc case",2020-05-09,"01","quantile",0.025,1190
"2020-05-03","1 wk ahead inc case",2020-05-09,"01","quantile",0.05,1283
"2020-05-03","1 wk ahead inc case",2020-05-09,"01","quantile",0.1,1407
"2020-05-03","1 wk ahead inc case",2020-05-09,"01","quantile",0.15,1481
"2020-05-03","1 wk ahead inc case",2020-05-09,"01","quantile",0.2,1526
"2020-05-03","1 wk ahead inc case",2020-05-09,"01","quantile",0.25,1575
"2020-05-03","1 wk ahead inc case",2020-05-09,"01","quantile",0.3,1616
"2020-05-03","1 wk ahead inc case",2020-05-09,"01","quantile",0.35,1662
"2020-05-03","1 wk ahead inc case",2020-05-09,"01","quantile",0.4,1710
"2020-05-03","1 wk ahead inc case",2020-05-09,"01","quantile",0.45,1749
"2020-05-03","1 wk ahead inc case",2020-05-09,"01","quantile",0.5,1800
"2020-05-03","1 wk ahead inc case",2020-05-09,"01","quantile",0.55,1846
"2020-05-03","1 wk ahead inc case",2020-05-09,"01","quantile",0.6,1915
"2020-05-03","1 wk ahead inc case",2020-05-09,"01","quantile",0.65,1980
"2020-05-03","1 wk ahead inc case",2020-05-09,"01","quantile",0.7,2048
"2020-05-03","1 wk ahead inc case",2020-05-09,"01","quantile",0.75,2121
"2020-05-03","1 wk ahead inc case",2020-05-09,"01","quantile",0.8,2192
"2020-05-03","1 wk ahead inc case",2020-05-09,"01","quantile",0.85,2278
"2020-05-03","1 wk ahead inc case",2020-05-09,"01","quantile",0.9,2380
"2020-05-03","1 wk ahead inc case",2020-05-09,"01","quantile",0.95,2571
"2020-05-03","1 wk ahead inc case",2020-05-09,"01","quantile",0.975,2732
"2020-05-03","1 wk ahead inc case",2020-05-09,"01","quantile",0.99,2905
"2020-05-03","2 wk ahead inc case",2020-05-16,"01","point",NA,2081
"2020-05-03","2 wk ahead inc case",2020-05-16,"01","quantile",0.01,558
"2020-05-03","2 wk ahead inc case",2020-05-16,"01","quantile",0.025,690
"2020-05-03","2 wk ahead inc case",2020-05-16,"01","quantile",0.05,815
"2020-05-03","2 wk ahead inc case",2020-05-16,"01","quantile",0.1,1021
"2020-05-03","2 wk ahead inc case",2020-05-16,"01","quantile",0.15,1178
"2020-05-03","2 wk ahead inc case",2020-05-16,"01","quantile",0.2,1288
"2020-05-03","2 wk ahead inc case",2020-05-16,"01","quantile",0.25,1398
"2020-05-03","2 wk ahead inc case",2020-05-16,"01","quantile",0.3,1524
"2020-05-03","2 wk ahead inc case",2020-05-16,"01","quantile",0.35,1622
"2020-05-03","2 wk ahead inc case",2020-05-16,"01","quantile",0.4,1760
"2020-05-03","2 wk ahead inc case",2020-05-16,"01","quantile",0.45,1937
"2020-05-03","2 wk ahead inc case",2020-05-16,"01","quantile",0.5,2081
"2020-05-03","2 wk ahead inc case",2020-05-16,"01","quantile",0.55,2220
"2020-05-03","2 wk ahead inc case",2020-05-16,"01","quantile",0.6,2408
"2020-05-03","2 wk ahead inc case",2020-05-16,"01","quantile",0.65,2631
"2020-05-03","2 wk ahead inc case",2020-05-16,"01","quantile",0.7,2807
"2020-05-03","2 wk ahead inc case",2020-05-16,"01","quantile",0.75,3003
"2020-05-03","2 wk ahead inc case",2020-05-16,"01","quantile",0.8,3182
"2020-05-03","2 wk ahead inc case",2020-05-16,"01","quantile",0.85,3425
"2020-05-03","2 wk ahead inc case",2020-05-16,"01","quantile",0.9,3739
"2020-05-03","2 wk ahead inc case",2020-05-16,"01","quantile",0.95,4324
"2020-05-03","2 wk ahead inc case",2020-05-16,"01","quantile",0.975,4672
"2020-05-03","2 wk ahead inc case",2020-05-16,"01","quantile",0.99,5163
"2020-05-03","3 wk ahead inc case",2020-05-23,"01","point",NA,2522
"2020-05-03","3 wk ahead inc case",2020-05-23,"01","quantile",0.01,254
"2020-05-03","3 wk ahead inc case",2020-05-23,"01","quantile",0.025,389
"2020-05-03","3 wk ahead inc case",2020-05-23,"01","quantile",0.05,464
"2020-05-03","3 wk ahead inc case",2020-05-23,"01","quantile",0.1,701
"2020-05-03","3 wk ahead inc case",2020-05-23,"01","quantile",0.15,862
"2020-05-03","3 wk ahead inc case",2020-05-23,"01","quantile",0.2,1045
"2020-05-03","3 wk ahead inc case",2020-05-23,"01","quantile",0.25,1192
"2020-05-03","3 wk ahead inc case",2020-05-23,"01","quantile",0.3,1356
"2020-05-03","3 wk ahead inc case",2020-05-23,"01","quantile",0.35,1626
"2020-05-03","3 wk ahead inc case",2020-05-23,"01","quantile",0.4,1952
"2020-05-03","3 wk ahead inc case",2020-05-23,"01","quantile",0.45,2260
"2020-05-03","3 wk ahead inc case",2020-05-23,"01","quantile",0.5,2522
"2020-05-03","3 wk ahead inc case",2020-05-23,"01","quantile",0.55,2930
"2020-05-03","3 wk ahead inc case",2020-05-23,"01","quantile",0.6,3250
"2020-05-03","3 wk ahead inc case",2020-05-23,"01","quantile",0.65,3605
"2020-05-03","3 wk ahead inc case",2020-05-23,"01","quantile",0.7,3985
"2020-05-03","3 wk ahead inc case",2020-05-23,"01","quantile",0.75,4411
"2020-05-03","3 wk ahead inc case",2020-05-23,"01","quantile",0.8,4933
"2020-05-03","3 wk ahead inc case",2020-05-23,"01","quantile",0.85,5386
"2020-05-03","3 wk ahead inc case",2020-05-23,"01","quantile",0.9,6094
"2020-05-03","3 wk ahead inc case",2020-05-23,"01","quantile",0.95,7178
"2020-05-03","3 wk ahead inc case",2020-05-23,"01","quantile",0.975,8098
"2020-05-03","3 wk ahead inc case",2020-05-23,"01","quantile",0.99,9027
"2020-05-03","4 wk ahead inc case",2020-05-30,"01","point",NA,3559
"2020-05-03","4 wk ahead inc case",2020-05-30,"01","quantile",0.01,103
"2020-05-03","4 wk ahead inc case",2020-05-30,"01","quantile",0.025,184
"2020-05-03","4 wk ahead inc case",2020-05-30,"01","quantile",0.05,252
"2020-05-03","4 wk ahead inc case",2020-05-30,"01","quantile",0.1,438
"2020-05-03","4 wk ahead inc case",2020-05-30,"01","quantile",0.15,555
"2020-05-03","4 wk ahead inc case",2020-05-30,"01","quantile",0.2,737
