"date","positive","death","positiveIncrease","deathIncrease","hospitalized","hospitalizedIncrease","hospitalizedCurrently"
2020-03-07,1,0,0,0,0,0,0
2020-03-08,1,0,0,0,0,0,0
2020-03-09,2,0,1,0,0,0,0
2020-03-10,2,0,0,0,0,0,0
2020-03-11,2,0,0,0,0,0,0
2020-03-12,2,0,0,0,0,0,0
2020-03-13,2,0,0,0,0,0,0
2020-03-14,2,0,0,0,0,0,0
2020-03-15,2,0,0,0,0,0,0
2020-03-16,7,0,5,0,0,0,0
2020-03-17,10,0,3,0,0,0,0
2020-03-18,14,0,4,0,0,0,0
2020-03-19,16,0,2,0,0,0,0
2020-03-20,26,0,10,0,0,0,0
2020-03-21,37,0,11,0,0,0,0
2020-03-22,48,0,11,0,0,0,0
2020-03-23,56,0,8,0,0,0,0
2020-03-24,77,0,21,0,4,4,0
2020-03-25,90,0,13,0,6,2,0
2020-03-26,95,0,5,0,5,-1,0
2020-03-27,106,0,11,0,7,2,0
2020-03-28,120,0,14,0,8,1,0
2020-03-29,151,0,31,0,12,4,0
2020-03-30,175,0,24,0,12,0,0
2020-03-31,204,0,29,0,12,0,0
2020-04-01,208,1,4,1,13,1,0
2020-04-02,258,1,50,0,15,2,0
2020-04-03,285,2,27,1,15,0,0
2020-04-04,319,3,34,1,18,3,0
2020-04-05,351,4,32,1,19,1,0
2020-04-06,371,4,20,0,21,2,0
2020-04-07,387,5,16,1,26,5,0
2020-04-08,410,5,23,0,42,16,0
2020-04-09,435,5,25,0,42,0,0
2020-04-10,442,6,7,1,42,0,0
2020-04-11,465,8,23,2,43,1,0
2020-04-12,486,8,21,0,44,1,0
2020-04-13,499,9,13,1,44,0,0
2020-04-14,504,9,5,0,44,0,0
2020-04-15,517,9,13,0,45,1,0
2020-04-16,530,9,13,0,45,0,0
2020-04-17,541,9,11,0,45,0,0
2020-04-18,553,9,12,0,48,3,0
2020-04-19,574,9,21,0,51,3,0
2020-04-20,580,10,6,1,52,1,0
2020-04-21,584,10,4,0,55,3,0
2020-04-22,586,12,2,2,56,1,0
2020-04-23,592,12,6,0,63,7,0
2020-04-24,596,12,4,0,63,0,0
2020-04-25,601,13,5,1,67,4,0
2020-04-26,603,14,2,1,68,1,0
2020-04-27,606,14,3,0,68,0,0
2020-04-28,607,16,1,2,68,0,0
2020-04-29,609,16,2,0,69,1,0
2020-04-30,613,16,4,0,69,0,0
2020-05-01,618,16,5,0,70,1,0
2020-05-02,619,16,1,0,72,2,0
2020-05-03,620,16,1,0,72,0,0
2020-05-04,620,17,0,1,73,1,0
2020-05-05,621,17,1,0,73,0,0
2020-05-06,625,17,4,0,73,0,0
2020-05-07,626,17,1,0,74,1,0
2020-05-08,629,17,3,0,74,0,0
2020-05-09,629,17,0,0,81,7,0
2020-05-10,631,17,2,0,81,0,0
2020-05-11,632,17,1,0,81,0,0
2020-05-12,634,17,2,0,81,0,0
2020-05-13,635,17,1,0,81,0,0
2020-05-14,638,17,3,0,81,0,0
2020-05-15,637,17,-1,0,81,0,0
2020-05-16,638,17,1,0,81,0,0
2020-05-17,639,17,1,0,82,1,0
2020-05-18,640,17,1,0,82,0,0
2020-05-19,640,17,0,0,82,0,0
2020-05-20,641,17,1,0,82,0,0
2020-05-21,643,17,2,0,82,0,0
2020-05-22,647,17,4,0,83,1,0
2020-05-23,642,17,-5,0,84,1,0
2020-05-24,643,17,1,0,84,0,0
2020-05-25,643,17,0,0,84,0,0
2020-05-26,643,17,0,0,84,0,0
2020-05-27,643,17,0,0,83,-1,0
2020-05-28,644,17,1,0,83,0,0
2020-05-29,647,17,3,0,83,0,0
2020-05-30,649,17,2,0,83,0,0
2020-05-31,651,17,2,0,83,0,0
2020-06-01,652,17,1,0,83,0,0
2020-06-02,652,17,0,0,83,0,0
2020-06-03,653,17,1,0,83,0,0
2020-06-04,653,17,0,0,83,0,0
2020-06-05,655,17,2,0,83,0,0
2020-06-06,664,17,9,0,83,0,0
2020-06-07,673,17,9,0,83,0,0
2020-06-08,675,17,2,0,84,1,0
2020-06-09,676,17,1,0,84,0,0
2020-06-10,682,17,6,0,84,0,0
2020-06-11,685,17,3,0,85,1,0
2020-06-12,692,17,7,0,86,1,0
2020-06-13,706,17,14,0,87,1,0
2020-06-14,723,17,17,0,89,2,0
2020-06-15,728,17,5,0,91,2,0
2020-06-16,736,17,8,0,91,0,0
2020-06-17,740,17,4,0,92,1,0
2020-06-18,744,17,4,0,95,3,0
2020-06-19,762,17,18,0,95,0,0
2020-06-20,789,17,27,0,96,1,0
2020-06-21,803,17,14,0,96,0,0
2020-06-22,814,17,11,0,97,1,0
2020-06-23,816,17,2,0,99,2,0
2020-06-24,819,17,3,0,104,5,0
2020-06-25,835,17,16,0,105,1,0
2020-06-26,850,17,15,0,109,4,0
2020-06-27,866,17,16,0,109,0,0
2020-06-28,872,18,6,1,110,1,0
2020-06-29,899,18,27,0,111,1,0
2020-06-30,900,18,1,0,111,0,0
2020-07-01,917,18,17,0,113,2,0
2020-07-02,926,18,9,0,116,3,0
2020-07-03,946,18,20,0,116,0,0
2020-07-04,975,19,29,1,118,2,0
2020-07-05,999,19,24,0,118,0,0
2020-07-06,1023,19,24,0,118,0,0
2020-07-07,1030,19,7,0,119,1,0
2020-07-08,1071,19,41,0,119,0,0
2020-07-09,1094,19,23,0,122,3,0
2020-07-10,1130,19,36,0,123,1,0
2020-07-11,1158,19,28,0,125,2,0
2020-07-12,1200,19,42,0,125,0,0
2020-07-13,1220,19,20,0,125,0,0
2020-07-14,1243,22,23,3,128,3,23
2020-07-15,1264,22,21,0,133,5,31
2020-07-16,1292,22,28,0,137,4,40
2020-07-17,1311,22,19,0,138,1,39
2020-07-18,1334,23,23,1,139,1,39
2020-07-19,1354,24,20,1,140,1,39
2020-07-20,1381,24,27,0,150,10,33
2020-07-21,1393,24,12,0,150,0,46
2020-07-22,1418,24,25,0,151,1,47
2020-07-23,1435,25,17,1,154,3,39
2020-07-24,1490,26,55,1,155,1,39
2020-07-25,1549,26,59,0,156,1,29
2020-07-26,1620,26,71,0,161,5,29
2020-07-27,1683,26,63,0,163,2,26
2020-07-28,1711,26,28,0,165,2,39
2020-07-29,1757,26,46,0,167,2,47
2020-07-30,1865,26,108,0,173,6,61
2020-07-31,1989,26,124,0,177,4,65
2020-08-01,2111,26,122,0,179,2,75
2020-08-02,2197,26,86,0,194,15,75
2020-08-03,2242,26,45,0,199,5,75
2020-08-04,2448,26,206,0,201,2,138
2020-08-05,2591,27,143,1,208,7,83
2020-08-06,2763,27,172,0,214,6,83
2020-08-07,2914,29,151,2,225,11,117
2020-08-08,3115,31,201,2,231,6,102
2020-08-09,3346,31,231,0,237,6,105
2020-08-10,3498,31,152,0,239,2,105
2020-08-11,3638,34,140,3,242,3,105
2020-08-12,3958,38,320,4,260,18,166
2020-08-13,4312,40,354,2,267,7,132
2020-08-14,4312,40,0,0,267,0,146
2020-08-15,4543,40,231,0,277,10,173
2020-08-16,4825,40,282,0,279,2,143
2020-08-17,5042,40,217,0,283,4,143
2020-08-18,5215,40,173,0,288,5,175
2020-08-19,5609,42,394,2,303,15,205
2020-08-20,5844,45,235,3,317,14,187
2020-08-21,5844,45,0,0,317,0,165
2020-08-22,6072,46,228,1,337,20,227
2020-08-23,6356,47,284,1,377,40,192
2020-08-24,6600,47,244,0,396,19,192
2020-08-25,6984,49,384,2,419,23,250
2020-08-26,6984,49,0,0,419,0,270
2020-08-27,7260,51,276,2,444,25,291
2020-08-28,7566,55,306,4,462,18,286
2020-08-29,7830,59,264,4,485,23,279
2020-08-30,8139,62,309,3,497,12,272
2020-08-31,8339,63,200,1,505,8,272
2020-09-01,8472,70,133,7,508,3,297
2020-09-02,8653,74,181,4,532,24,288
2020-09-03,8991,75,338,1,552,20,276
2020-09-04,9202,79,211,4,573,21,277
2020-09-05,9473,81,271,2,583,10,265
2020-09-06,9693,84,220,3,592,9,265
2020-09-07,9855,85,162,1,597,5,265
2020-09-08,9959,86,104,1,598,1,265
2020-09-09,10025,88,66,2,599,1,257
2020-09-10,10123,91,98,3,604,5,240
2020-09-11,10292,94,169,3,610,6,240
2020-09-12,10459,96,167,2,622,12,220
2020-09-13,10588,97,129,1,635,13,220
2020-09-14,10700,99,112,2,636,1,225
2020-09-15,10779,99,79,0,638,2,225
2020-09-16,10844,100,65,1,654,16,222
2020-09-17,10946,103,102,3,667,13,210
2020-09-18,11105,107,159,4,685,18,197
2020-09-19,11217,120,112,13,700,15,200
2020-09-20,11326,120,109,0,726,26,185
2020-09-21,11403,120,77,0,730,4,185
2020-09-22,11459,120,56,0,735,5,185
2020-09-23,11522,120,63,0,749,14,181
2020-09-24,11689,122,167,2,763,14,162
