"date","positive","death","positiveIncrease","deathIncrease","hospitalized","hospitalizedIncrease","hospitalizedCurrently"
2020-03-01,2,0,0,0,0,0,0
2020-03-02,2,0,0,0,0,0,0
2020-03-03,2,0,0,0,0,0,0
2020-03-04,2,0,0,0,0,0,0
2020-03-05,3,0,1,0,0,0,0
2020-03-06,3,0,0,0,0,0,0
2020-03-07,3,0,0,0,0,0,0
2020-03-08,3,0,0,0,0,0,0
2020-03-09,4,0,1,0,0,0,0
2020-03-10,5,0,1,0,0,0,0
2020-03-11,5,0,0,0,0,0,0
2020-03-12,13,0,8,0,0,0,0
2020-03-13,19,0,6,0,0,0,0
2020-03-14,19,0,0,0,0,0,0
2020-03-15,20,0,1,0,0,0,0
2020-03-16,22,0,2,0,0,0,0
2020-03-17,33,0,11,0,0,0,0
2020-03-18,44,0,11,0,0,0,0
2020-03-19,61,0,17,0,0,0,0
2020-03-20,74,0,13,0,0,0,0
2020-03-21,88,0,14,0,0,0,0
2020-03-22,113,0,25,0,0,0,0
2020-03-23,129,0,16,0,0,0,0
2020-03-24,148,0,19,0,0,0,0
2020-03-25,176,0,28,0,0,0,15
2020-03-26,217,0,41,0,0,0,23
2020-03-27,248,0,31,0,0,0,28
2020-03-28,312,0,64,0,0,0,29
2020-03-29,417,3,105,3,0,0,35
2020-03-30,495,4,78,1,0,0,41
2020-03-31,568,8,73,4,0,0,59
2020-04-01,668,10,100,2,0,0,60
2020-04-02,730,12,62,2,0,0,72
2020-04-03,831,14,101,2,0,0,77
2020-04-04,968,17,137,3,0,0,93
2020-04-05,1150,25,182,8,0,0,103
2020-04-06,1356,27,206,2,0,0,109
2020-04-07,1617,30,261,3,0,0,123
2020-04-08,1890,35,273,5,0,0,143
2020-04-09,2169,43,279,8,0,0,160
2020-04-10,2573,49,404,6,0,0,169
2020-04-11,2853,56,280,7,0,0,183
2020-04-12,3142,63,289,7,0,0,201
2020-04-13,3329,73,187,10,331,331,197
2020-04-14,3596,80,267,7,331,0,213
2020-04-15,3903,87,307,7,331,0,229
