"date","positive","death","positiveIncrease","deathIncrease"
2020-01-22,0,0,0,0
2020-01-23,0,0,0,0
2020-01-24,0,0,0,0
2020-01-25,0,0,0,0
2020-01-26,0,0,0,0
2020-01-27,0,0,0,0
2020-01-28,0,0,0,0
2020-01-29,0,0,0,0
2020-01-30,0,0,0,0
2020-01-31,0,0,0,0
2020-02-01,1,0,1,0
2020-02-02,1,0,0,0
2020-02-03,1,0,0,0
2020-02-04,1,0,0,0
2020-02-05,1,0,0,0
2020-02-06,1,0,0,0
2020-02-07,1,0,0,0
2020-02-08,1,0,0,0
2020-02-09,1,0,0,0
2020-02-10,1,0,0,0
2020-02-11,1,0,0,0
2020-02-12,1,0,0,0
2020-02-13,1,0,0,0
2020-02-14,1,0,0,0
2020-02-15,1,0,0,0
2020-02-16,1,0,0,0
2020-02-17,1,0,0,0
2020-02-18,1,0,0,0
2020-02-19,1,0,0,0
2020-02-20,2,0,0,0
2020-02-21,2,0,0,0
2020-02-22,2,0,0,0
2020-02-23,2,0,0,0
2020-02-24,2,0,0,0
2020-02-25,2,0,0,0
2020-02-26,2,0,0,0
2020-02-27,2,0,0,0
2020-02-28,2,0,0,0
2020-02-29,2,0,0,0
2020-03-01,3,0,1,0
2020-03-02,3,0,0,0
2020-03-03,4,0,1,0
2020-03-04,6,0,2,0
2020-03-05,14,0,8,0
2020-03-06,28,0,14,0
2020-03-07,72,0,44,0
2020-03-08,91,0,19,0
2020-03-09,96,0,5,0
2020-03-10,110,0,14,0
2020-03-11,132,0,22,0
2020-03-12,161,0,29,0
2020-03-13,222,0,61,0
2020-03-14,295,0,73,0
2020-03-15,363,0,68,0
2020-03-16,512,0,149,0
2020-03-17,760,0,248,0
2020-03-18,1019,0,259,0
2020-03-19,1297,0,278,0
2020-03-20,1684,1,387,1
2020-03-21,2006,1,322,0
2020-03-22,2292,5,286,4
2020-03-23,2900,9,608,4
2020-03-24,3618,11,718,2
2020-03-25,4366,15,748,4
2020-03-26,5301,25,935,10
2020-03-27,6242,35,941,10
2020-03-28,6899,44,657,9
2020-03-29,7422,48,523,4
2020-03-30,8660,56,1238,8
2020-03-31,9924,89,1264,33
2020-04-01,11263,122,1339,33
