"date","positive","death","positiveIncrease","deathIncrease"
2020-01-22,0,0,0,0
2020-01-23,0,0,0,0
2020-01-24,0,0,0,0
2020-01-25,0,0,0,0
2020-01-26,0,0,0,0
2020-01-27,0,0,0,0
2020-01-28,0,0,0,0
2020-01-29,0,0,0,0
2020-01-30,0,0,0,0
2020-01-31,0,0,0,0
2020-02-01,0,0,0,0
2020-02-02,0,0,0,0
2020-02-03,0,0,0,0
2020-02-04,0,0,0,0
2020-02-05,0,0,0,0
2020-02-06,0,0,0,0
2020-02-07,0,0,0,0
2020-02-08,0,0,0,0
2020-02-09,0,0,0,0
2020-02-10,0,0,0,0
2020-02-11,0,0,0,0
2020-02-12,0,0,0,0
2020-02-13,0,0,0,0
2020-02-14,0,0,0,0
2020-02-15,0,0,0,0
2020-02-16,0,0,0,0
2020-02-17,0,0,0,0
2020-02-18,0,0,0,0
2020-02-19,0,0,0,0
2020-02-20,0,0,0,0
2020-02-21,0,0,0,0
2020-02-22,0,0,0,0
2020-02-23,0,0,0,0
2020-02-24,0,0,0,0
2020-02-25,0,0,0,0
2020-02-26,0,0,0,0
2020-02-27,0,0,0,0
2020-02-28,0,0,0,0
2020-02-29,0,0,0,0
2020-03-01,0,0,0,0
2020-03-02,0,0,0,0
2020-03-03,0,0,0,0
2020-03-04,0,0,0,0
2020-03-05,0,0,0,0
2020-03-06,0,0,0,0
2020-03-07,0,0,0,0
2020-03-08,0,0,0,0
2020-03-09,0,0,0,0
2020-03-10,0,0,0,0
2020-03-11,5,0,5,0
2020-03-12,19,0,14,0
2020-03-13,29,0,10,0
2020-03-14,77,1,48,1
2020-03-15,87,2,10,1
2020-03-16,115,3,28,1
2020-03-17,196,4,81,1
2020-03-18,257,6,61,2
2020-03-19,392,10,135,4
2020-03-20,537,14,145,4
2020-03-21,763,20,226,6
2020-03-22,837,20,74,0
2020-03-23,1172,35,335,15
2020-03-24,1388,46,216,11
2020-03-25,1795,65,407,19
2020-03-26,2304,83,509,18
2020-03-27,2744,119,440,36
2020-03-28,3315,137,571,18
2020-03-29,3540,151,225,14
2020-03-30,4025,185,485,34
2020-03-31,5237,239,1212,54
2020-04-01,6424,273,1187,34
2020-04-02,9149,310,2725,37
