"date","positive","death","positiveIncrease","deathIncrease"
2020-01-22,0,0,0,0
2020-01-23,0,0,0,0
2020-01-24,0,0,0,0
2020-01-25,0,0,0,0
2020-01-26,0,0,0,0
2020-01-27,0,0,0,0
2020-01-28,0,0,0,0
2020-01-29,0,0,0,0
2020-01-30,0,0,0,0
2020-01-31,0,0,0,0
2020-02-01,1,0,1,0
2020-02-02,1,0,0,0
2020-02-03,1,0,0,0
2020-02-04,1,0,0,0
2020-02-05,1,0,0,0
2020-02-06,1,0,0,0
2020-02-07,1,0,0,0
2020-02-08,1,0,0,0
2020-02-09,1,0,0,0
2020-02-10,1,0,0,0
2020-02-11,1,0,0,0
2020-02-12,1,0,0,0
2020-02-13,1,0,0,0
2020-02-14,1,0,0,0
2020-02-15,1,0,0,0
2020-02-16,1,0,0,0
2020-02-17,1,0,0,0
2020-02-18,1,0,0,0
2020-02-19,1,0,0,0
2020-02-20,1,0,0,0
2020-02-21,1,0,0,0
2020-02-22,1,0,0,0
2020-02-23,1,0,0,0
2020-02-24,1,0,0,0
2020-02-25,1,0,0,0
2020-02-26,1,0,0,0
2020-02-27,1,0,0,0
2020-02-28,1,0,0,0
2020-02-29,1,0,0,0
2020-03-01,1,0,0,0
2020-03-02,1,0,0,0
2020-03-03,2,0,1,0
2020-03-04,2,0,0,0
2020-03-05,2,0,0,0
2020-03-06,6,0,4,0
2020-03-07,6,0,0,0
2020-03-08,22,0,16,0
2020-03-09,22,0,0,0
2020-03-10,41,0,19,0
2020-03-11,92,0,51,0
2020-03-12,107,0,15,0
2020-03-13,123,0,16,0
2020-03-14,138,0,15,0
2020-03-15,138,0,0,0
2020-03-16,187,0,49,0
2020-03-17,217,0,30,0
2020-03-18,252,0,35,0
2020-03-19,315,0,63,0
2020-03-20,394,1,79,1
2020-03-21,503,1,109,0
2020-03-22,616,2,113,1
2020-03-23,724,2,108,0
2020-03-24,1074,2,350,0
2020-03-25,1679,6,605,4
2020-03-26,2150,16,471,10
2020-03-27,2937,26,787,10
2020-03-28,3901,35,964,9
2020-03-29,4495,39,594,4
2020-03-30,5263,47,768,8
2020-03-31,6287,80,1024,33
2020-04-01,7487,113,1200,33
2020-04-02,8696,145,1209,32
2020-04-03,10189,183,1493,38
2020-04-04,11462,207,1273,24
2020-04-05,12285,222,823,15
2020-04-06,13591,250,1306,28
2020-04-07,14973,345,1382,95
2020-04-08,16567,420,1594,75
2020-04-09,18738,420,2171,0
2020-04-10,20845,420,2107,0
2020-04-11,22635,673,1790,253
2020-04-12,25102,744,2467,71
2020-04-13,26420,744,1318,0
2020-04-14,27658,744,1238,0
2020-04-15,29346,1094,1688,350
2020-04-16,31543,1094,2197,0
2020-04-17,33642,1229,2099,135
2020-04-18,35639,1385,1997,156
2020-04-19,37262,1686,1623,301
2020-04-20,37262,1686,0,0
2020-04-21,40270,1953,3008,267
2020-04-22,42090,1953,1820,0
2020-04-23,45286,1953,3196,0
2020-04-24,50178,1953,4892,0
2020-04-25,52595,2717,2417,764
2020-04-26,54131,2758,1536,41
2020-04-27,55667,2995,1536,237
2020-04-28,57677,3148,2010,153
2020-04-29,59808,3400,2131,252
2020-04-30,61790,3557,1982,157
2020-05-01,63914,3710,2124,153
2020-05-02,65886,3842,1972,132
2020-05-03,67106,3997,1220,155
2020-05-04,68425,4083,1319,86
2020-05-05,69677,4205,1252,122
2020-05-06,71699,4417,2022,212
2020-05-07,73393,4549,1694,132
2020-05-08,75036,4699,1643,150
2020-05-09,76455,4837,1419,138
2020-05-10,77491,4974,1036,137
2020-05-11,78175,5103,684,129
2020-05-12,79059,5137,884,34
2020-05-13,80233,5311,1174,174
2020-05-14,81882,5479,1649,168
2020-05-15,83136,5590,1254,111
2020-05-16,84624,5702,1488,112
2020-05-17,85695,5794,1071,92
2020-05-18,86740,5859,1045,65
2020-05-19,87637,5935,897,76
2020-05-20,88676,6063,1039,128
2020-05-21,89780,6145,1104,82
2020-05-22,90593,6225,813,80
2020-05-23,91343,6301,750,76
2020-05-24,92367,6368,1024,67
2020-05-25,92960,6412,593,44
2020-05-26,93396,6469,436,57
2020-05-27,93911,6542,515,73
2020-05-28,94577,6634,666,92
2020-05-29,95223,6712,646,78
2020-05-30,95965,6762,742,50
2020-05-31,96669,6839,704,77
2020-06-01,100465,7021,3796,182
2020-06-02,100844,7073,379,52
2020-06-03,101285,7140,441,67
2020-06-04,101753,7191,468,51
2020-06-05,102244,7228,491,37
2020-06-06,102835,7281,591,53
2020-06-07,103144,7308,309,27
