"date","positive","death","positiveIncrease","deathIncrease"
2020-01-22,0,0,0,0
2020-01-23,0,0,0,0
2020-01-24,0,0,0,0
2020-01-25,0,0,0,0
2020-01-26,2,0,2,0
2020-01-27,2,0,0,0
2020-01-28,2,0,0,0
2020-01-29,2,0,0,0
2020-01-30,2,0,0,0
2020-01-31,3,0,1,0
2020-02-01,3,0,0,0
2020-02-02,3,0,0,0
2020-02-03,6,0,3,0
2020-02-04,6,0,0,0
2020-02-05,6,0,0,0
2020-02-06,6,0,0,0
2020-02-07,6,0,0,0
2020-02-08,6,0,0,0
2020-02-09,6,0,0,0
2020-02-10,6,0,0,0
2020-02-11,7,0,1,0
2020-02-12,7,0,0,0
2020-02-13,8,0,1,0
2020-02-14,8,0,0,0
2020-02-15,8,0,0,0
2020-02-16,8,0,0,0
2020-02-17,8,0,0,0
2020-02-18,8,0,0,0
2020-02-19,8,0,0,0
2020-02-20,8,0,0,0
2020-02-21,10,0,2,0
2020-02-22,10,0,0,0
2020-02-23,10,0,0,0
2020-02-24,10,0,0,0
2020-02-25,10,0,0,0
2020-02-26,10,0,0,0
2020-02-27,11,0,1,0
2020-02-28,11,0,0,0
2020-02-29,12,0,1,0
2020-03-01,12,0,0,0
2020-03-02,21,0,9,0
2020-03-03,25,0,4,0
2020-03-04,35,1,10,1
2020-03-05,51,1,16,0
2020-03-06,59,1,8,0
2020-03-07,81,1,22,0
2020-03-08,95,1,14,0
2020-03-09,101,1,6,0
2020-03-10,144,2,43,1
2020-03-11,178,4,34,2
2020-03-12,221,4,43,0
2020-03-13,281,4,60,0
2020-03-14,371,3,90,-1
2020-03-15,373,5,2,2
2020-03-16,557,7,184,2
2020-03-17,700,12,143,5
2020-03-18,828,16,128,4
2020-03-19,1005,18,177,2
2020-03-20,1243,24,238,6
2020-03-21,1405,25,162,1
2020-03-22,1646,30,241,5
2020-03-23,2108,39,462,9
2020-03-24,2538,50,430,11
2020-03-25,2998,65,460,15
2020-03-26,3899,81,901,16
2020-03-27,4645,94,746,13
2020-03-28,5095,110,450,16
2020-03-29,5852,123,757,13
2020-03-30,7138,146,1286,23
2020-03-31,8210,173,1072,27
2020-04-01,9399,198,1189,25
2020-04-02,10773,238,1374,40
2020-04-03,12004,263,1231,25
2020-04-04,12837,289,833,26
2020-04-05,15034,348,2197,59
2020-04-06,15976,380,942,32
2020-04-07,17309,432,1333,52
2020-04-08,18730,493,1421,61
2020-04-09,19706,542,976,49
2020-04-10,21077,583,1371,41
2020-04-11,21702,604,625,21
2020-04-12,22787,640,1085,36
2020-04-13,23931,714,1144,74
2020-04-14,25356,767,1425,53
2020-04-15,26686,860,1330,93
2020-04-16,27677,956,991,96
2020-04-17,29157,1037,1480,81
2020-04-18,30491,1140,1334,103
2020-04-19,31431,1175,940,35
2020-04-20,33686,1223,2255,48
2020-04-21,35465,1280,1779,57
2020-04-22,37344,1419,1879,139
2020-04-23,39561,1531,2217,112
2020-04-24,41355,1619,1794,88
2020-04-25,42368,1687,1013,68
2020-04-26,43558,1723,1190,36
2020-04-27,44966,1777,1408,54
2020-04-28,46164,1862,1198,85
2020-04-29,48747,1944,2583,82
2020-04-30,50130,2029,1383,85
2020-05-01,52026,2124,1896,95
2020-05-02,53347,2178,1321,54
2020-05-03,54903,2214,1556,36
2020-05-04,55884,2276,981,62
2020-05-05,58456,2379,2572,103
2020-05-06,60616,2462,2160,83
2020-05-07,62148,2533,1532,71
2020-05-08,63779,2613,1631,80
2020-05-09,66558,2687,2779,74
2020-05-10,67600,2716,1042,29
2020-05-11,69329,2779,1729,63
2020-05-12,70978,2879,1649,100
2020-05-13,72798,2957,1820,78
2020-05-14,74871,3052,2073,95
2020-05-15,76693,3136,1822,84
2020-05-16,78725,3208,2032,72
2020-05-17,80166,3240,1441,32
