"date","positive","death","positiveIncrease","deathIncrease"
2020-01-22,0,0,0,0
2020-01-23,0,0,0,0
2020-01-24,0,0,0,0
2020-01-25,0,0,0,0
2020-01-26,0,0,0,0
2020-01-27,0,0,0,0
2020-01-28,0,0,0,0
2020-01-29,0,0,0,0
2020-01-30,0,0,0,0
2020-01-31,0,0,0,0
2020-02-01,0,0,0,0
2020-02-02,0,0,0,0
2020-02-03,0,0,0,0
2020-02-04,0,0,0,0
2020-02-05,0,0,0,0
2020-02-06,0,0,0,0
2020-02-07,0,0,0,0
2020-02-08,0,0,0,0
2020-02-09,0,0,0,0
2020-02-10,0,0,0,0
2020-02-11,0,0,0,0
2020-02-12,0,0,0,0
2020-02-13,0,0,0,0
2020-02-14,0,0,0,0
2020-02-15,0,0,0,0
2020-02-16,0,0,0,0
2020-02-17,0,0,0,0
2020-02-18,0,0,0,0
2020-02-19,0,0,0,0
2020-02-20,0,0,0,0
2020-02-21,0,0,0,0
2020-02-22,0,0,0,0
2020-02-23,0,0,0,0
2020-02-24,0,0,0,0
2020-02-25,0,0,0,0
2020-02-26,0,0,0,0
2020-02-27,0,0,0,0
2020-02-28,0,0,0,0
2020-02-29,0,0,0,0
2020-03-01,0,0,0,0
2020-03-02,0,0,0,0
2020-03-03,1,0,1,0
2020-03-04,1,0,0,0
2020-03-05,1,0,0,0
2020-03-06,2,0,1,0
2020-03-07,2,0,0,0
2020-03-08,2,0,0,0
2020-03-09,2,0,0,0
2020-03-10,7,0,5,0
2020-03-11,7,0,0,0
2020-03-12,15,0,8,0
2020-03-13,17,0,2,0
2020-03-14,25,0,8,0
2020-03-15,32,0,7,0
2020-03-16,39,0,7,0
2020-03-17,64,0,25,0
2020-03-18,92,0,28,0
2020-03-19,136,0,44,0
2020-03-20,189,0,53,0
2020-03-21,256,0,67,0
2020-03-22,305,0,49,0
2020-03-23,353,0,48,0
2020-03-24,495,0,142,0
2020-03-25,590,1,95,1
2020-03-26,738,3,148,2
2020-03-27,887,4,149,1
2020-03-28,1020,5,133,1
2020-03-29,1191,7,171,2
2020-03-30,1313,6,122,-1
2020-03-31,1535,12,222,6
2020-04-01,1675,14,140,2
2020-04-02,1977,21,302,7
2020-04-03,2251,27,274,6
2020-04-04,2486,34,235,7
2020-04-05,2649,38,163,4
2020-04-06,2962,45,313,7
2020-04-07,3299,51,337,6
2020-04-08,3499,66,200,15
2020-04-09,3736,76,237,10
2020-04-10,3965,83,229,7
2020-04-11,4354,89,389,6
2020-04-12,4570,89,216,0
2020-04-13,4886,94,316,5
2020-04-14,5113,112,227,18
2020-04-15,5340,130,227,18
2020-04-16,5639,150,299,20
2020-04-17,6045,177,406,27
2020-04-18,6328,187,283,10
2020-04-19,6598,200,270,13
2020-04-20,6895,218,297,18
2020-04-21,7134,245,239,27
2020-04-22,7495,265,361,20
2020-04-23,7820,281,325,16
2020-04-24,8290,294,470,13
2020-04-25,8767,305,477,11
2020-04-26,8996,324,229,19
2020-04-27,9427,340,431,16
2020-04-28,9755,363,328,23
2020-04-29,10180,382,425,19
2020-04-30,10754,406,574,24
2020-05-01,11070,419,316,13
2020-05-02,11588,431,518,12
2020-05-03,11770,434,182,3
2020-05-04,11971,442,201,8
2020-05-05,12510,472,539,30
2020-05-06,13053,492,543,20
2020-05-07,13540,513,487,21
2020-05-08,14006,530,466,17
2020-05-09,14478,551,472,21
2020-05-10,14938,564,460,13
2020-05-11,15274,575,336,11
2020-05-12,15622,600,348,25
2020-05-13,16352,625,730,25
2020-05-14,16968,641,616,16
2020-05-15,17494,667,526,26
2020-05-16,18130,676,636,9
2020-05-17,18673,686,543,10
