"date","positive","death","positiveIncrease","deathIncrease"
2020-01-22,0,0,0,0
2020-01-23,0,0,0,0
2020-01-24,0,0,0,0
2020-01-25,0,0,0,0
2020-01-26,0,0,0,0
2020-01-27,0,0,0,0
2020-01-28,0,0,0,0
2020-01-29,0,0,0,0
2020-01-30,0,0,0,0
2020-01-31,0,0,0,0
2020-02-01,0,0,0,0
2020-02-02,0,0,0,0
2020-02-03,0,0,0,0
2020-02-04,0,0,0,0
2020-02-05,0,0,0,0
2020-02-06,0,0,0,0
2020-02-07,0,0,0,0
2020-02-08,0,0,0,0
2020-02-09,0,0,0,0
2020-02-10,0,0,0,0
2020-02-11,0,0,0,0
2020-02-12,0,0,0,0
2020-02-13,0,0,0,0
2020-02-14,0,0,0,0
2020-02-15,0,0,0,0
2020-02-16,0,0,0,0
2020-02-17,0,0,0,0
2020-02-18,0,0,0,0
2020-02-19,0,0,0,0
2020-02-20,0,0,0,0
2020-02-21,0,0,0,0
2020-02-22,0,0,0,0
2020-02-23,0,0,0,0
2020-02-24,0,0,0,0
2020-02-25,0,0,0,0
2020-02-26,0,0,0,0
2020-02-27,0,0,0,0
2020-02-28,0,0,0,0
2020-02-29,0,0,0,0
2020-03-01,0,0,0,0
2020-03-02,0,0,0,0
2020-03-03,0,0,0,0
2020-03-04,0,0,0,0
2020-03-05,0,0,0,0
2020-03-06,0,0,0,0
2020-03-07,0,0,0,0
2020-03-08,0,0,0,0
2020-03-09,0,0,0,0
2020-03-10,0,0,0,0
2020-03-11,0,0,0,0
2020-03-12,0,0,0,0
2020-03-13,2,0,2,0
2020-03-14,6,0,4,0
2020-03-15,11,0,5,0
2020-03-16,29,0,18,0
2020-03-17,39,0,10,0
2020-03-18,51,0,12,0
2020-03-19,78,0,27,0
2020-03-20,106,0,28,0
2020-03-21,131,0,25,0
2020-03-22,157,0,26,0
2020-03-23,196,0,39,0
2020-03-24,242,0,46,0
2020-03-25,381,1,139,1
2020-03-26,517,1,136,0
2020-03-27,587,4,70,3
2020-03-28,694,4,107,0
2020-03-29,825,10,131,6
2020-03-30,899,10,74,0
2020-03-31,987,15,88,5
2020-04-01,1060,27,73,12
2020-04-02,1233,27,173,0
2020-04-03,1495,38,262,11
2020-04-04,1614,44,119,6
2020-04-05,1765,45,151,1
2020-04-06,1952,49,187,4
2020-04-07,2169,64,217,15
2020-04-08,2328,66,159,2
2020-04-09,2703,70,375,4
2020-04-10,2947,80,244,10
2020-04-11,3217,92,270,12
2020-04-12,3563,93,346,1
