"date","positive","death","positiveIncrease","deathIncrease"
2020-01-22,0,0,0,0
2020-01-23,0,0,0,0
2020-01-24,0,0,0,0
2020-01-25,0,0,0,0
2020-01-26,0,0,0,0
2020-01-27,0,0,0,0
2020-01-28,0,0,0,0
2020-01-29,0,0,0,0
2020-01-30,0,0,0,0
2020-01-31,0,0,0,0
2020-02-01,0,0,0,0
2020-02-02,0,0,0,0
2020-02-03,0,0,0,0
2020-02-04,0,0,0,0
2020-02-05,0,0,0,0
2020-02-06,0,0,0,0
2020-02-07,0,0,0,0
2020-02-08,0,0,0,0
2020-02-09,0,0,0,0
2020-02-10,0,0,0,0
2020-02-11,0,0,0,0
2020-02-12,0,0,0,0
2020-02-13,0,0,0,0
2020-02-14,0,0,0,0
2020-02-15,0,0,0,0
2020-02-16,0,0,0,0
2020-02-17,0,0,0,0
2020-02-18,0,0,0,0
2020-02-19,0,0,0,0
2020-02-20,0,0,0,0
2020-02-21,0,0,0,0
2020-02-22,0,0,0,0
2020-02-23,0,0,0,0
2020-02-24,0,0,0,0
2020-02-25,0,0,0,0
2020-02-26,0,0,0,0
2020-02-27,0,0,0,0
2020-02-28,0,0,0,0
2020-02-29,0,0,0,0
2020-03-01,1,0,1,0
2020-03-02,2,0,1,0
2020-03-03,2,0,0,0
2020-03-04,2,0,0,0
2020-03-05,2,0,0,0
2020-03-06,2,0,0,0
2020-03-07,3,0,1,0
2020-03-08,3,0,0,0
2020-03-09,3,0,0,0
2020-03-10,3,0,0,0
2020-03-11,5,0,2,0
2020-03-12,3,0,-2,0
2020-03-13,12,0,9,0
2020-03-14,20,0,8,0
2020-03-15,20,0,0,0
2020-03-16,21,0,1,0
2020-03-17,23,0,2,0
2020-03-18,33,0,10,0
2020-03-19,44,0,11,0
2020-03-20,54,0,10,0
2020-03-21,66,0,12,0
2020-03-22,83,0,17,0
2020-03-23,106,0,23,0
2020-03-24,124,0,18,0
2020-03-25,132,0,8,0
2020-03-26,165,0,33,0
2020-03-27,203,0,38,0
2020-03-28,239,2,36,2
2020-03-29,294,3,55,1
2020-03-30,408,4,114,1
2020-03-31,488,8,80,4
2020-04-01,566,10,78,2
2020-04-02,645,12,79,2
2020-04-03,711,14,66,2
