"date","positive","death","positiveIncrease","deathIncrease"
2020-01-22,0,0,0,0
2020-01-23,0,0,0,0
2020-01-24,0,0,0,0
2020-01-25,0,0,0,0
2020-01-26,1,0,1,0
2020-01-27,1,0,0,0
2020-01-28,1,0,0,0
2020-01-29,1,0,0,0
2020-01-30,1,0,0,0
2020-01-31,1,0,0,0
2020-02-01,1,0,0,0
2020-02-02,1,0,0,0
2020-02-03,1,0,0,0
2020-02-04,1,0,0,0
2020-02-05,1,0,0,0
2020-02-06,1,0,0,0
2020-02-07,1,0,0,0
2020-02-08,1,0,0,0
2020-02-09,1,0,0,0
2020-02-10,1,0,0,0
2020-02-11,1,0,0,0
2020-02-12,1,0,0,0
2020-02-13,1,0,0,0
2020-02-14,1,0,0,0
2020-02-15,1,0,0,0
2020-02-16,1,0,0,0
2020-02-17,1,0,0,0
2020-02-18,1,0,0,0
2020-02-19,1,0,0,0
2020-02-20,1,0,0,0
2020-02-21,1,0,0,0
2020-02-22,1,0,0,0
2020-02-23,1,0,0,0
2020-02-24,1,0,0,0
2020-02-25,1,0,0,0
2020-02-26,1,0,0,0
2020-02-27,1,0,0,0
2020-02-28,1,0,0,0
2020-02-29,1,0,0,0
2020-03-01,1,0,0,0
2020-03-02,1,0,0,0
2020-03-03,1,0,0,0
2020-03-04,1,0,0,0
2020-03-05,1,0,0,0
2020-03-06,2,0,1,0
2020-03-07,4,0,2,0
2020-03-08,4,0,0,0
2020-03-09,4,0,0,0
2020-03-10,6,0,2,0
2020-03-11,9,0,3,0
2020-03-12,9,0,0,0
2020-03-13,9,0,0,0
2020-03-14,12,0,3,0
2020-03-15,12,0,0,0
2020-03-16,18,0,6,0
2020-03-17,20,0,2,0
2020-03-18,27,0,7,0
2020-03-19,45,0,18,0
2020-03-20,68,0,23,0
2020-03-21,104,1,36,1
2020-03-22,152,2,48,1
2020-03-23,235,2,83,0
2020-03-24,326,3,91,1
2020-03-25,401,4,75,1
2020-03-26,508,4,107,0
2020-03-27,665,11,157,7
2020-03-28,773,11,108,0
2020-03-29,919,11,146,0
2020-03-30,1157,11,238,0
2020-03-31,1289,12,132,1
2020-04-01,1413,14,124,2
2020-04-02,1596,32,183,18
