"forecast_date","target","target_end_date","location","type","quantile","value"
"2020-05-17","1 wk ahead cum case",2020-05-23,"01","point",NA,13323
"2020-05-17","1 wk ahead cum case",2020-05-23,"01","quantile",0.01,12866
"2020-05-17","1 wk ahead cum case",2020-05-23,"01","quantile",0.025,12942
"2020-05-17","1 wk ahead cum case",2020-05-23,"01","quantile",0.05,13018
"2020-05-17","1 wk ahead cum case",2020-05-23,"01","quantile",0.1,13093
"2020-05-17","1 wk ahead cum case",2020-05-23,"01","quantile",0.15,13142
"2020-05-17","1 wk ahead cum case",2020-05-23,"01","quantile",0.2,13173
"2020-05-17","1 wk ahead cum case",2020-05-23,"01","quantile",0.25,13201
"2020-05-17","1 wk ahead cum case",2020-05-23,"01","quantile",0.3,13225
"2020-05-17","1 wk ahead cum case",2020-05-23,"01","quantile",0.35,13252
"2020-05-17","1 wk ahead cum case",2020-05-23,"01","quantile",0.4,13278
"2020-05-17","1 wk ahead cum case",2020-05-23,"01","quantile",0.45,13302
"2020-05-17","1 wk ahead cum case",2020-05-23,"01","quantile",0.5,13323
"2020-05-17","1 wk ahead cum case",2020-05-23,"01","quantile",0.55,13348
"2020-05-17","1 wk ahead cum case",2020-05-23,"01","quantile",0.6,13373
"2020-05-17","1 wk ahead cum case",2020-05-23,"01","quantile",0.65,13409
"2020-05-17","1 wk ahead cum case",2020-05-23,"01","quantile",0.7,13450
"2020-05-17","1 wk ahead cum case",2020-05-23,"01","quantile",0.75,13487
"2020-05-17","1 wk ahead cum case",2020-05-23,"01","quantile",0.8,13521
"2020-05-17","1 wk ahead cum case",2020-05-23,"01","quantile",0.85,13570
"2020-05-17","1 wk ahead cum case",2020-05-23,"01","quantile",0.9,13659
"2020-05-17","1 wk ahead cum case",2020-05-23,"01","quantile",0.95,13796
"2020-05-17","1 wk ahead cum case",2020-05-23,"01","quantile",0.975,13941
"2020-05-17","1 wk ahead cum case",2020-05-23,"01","quantile",0.99,14098
"2020-05-17","2 wk ahead cum case",2020-05-30,"01","point",NA,14930
"2020-05-17","2 wk ahead cum case",2020-05-30,"01","quantile",0.01,13699
"2020-05-17","2 wk ahead cum case",2020-05-30,"01","quantile",0.025,13948
"2020-05-17","2 wk ahead cum case",2020-05-30,"01","quantile",0.05,14125
"2020-05-17","2 wk ahead cum case",2020-05-30,"01","quantile",0.1,14340
"2020-05-17","2 wk ahead cum case",2020-05-30,"01","quantile",0.15,14449
"2020-05-17","2 wk ahead cum case",2020-05-30,"01","quantile",0.2,14511
"2020-05-17","2 wk ahead cum case",2020-05-30,"01","quantile",0.25,14584
"2020-05-17","2 wk ahead cum case",2020-05-30,"01","quantile",0.3,14659
"2020-05-17","2 wk ahead cum case",2020-05-30,"01","quantile",0.35,14738
"2020-05-17","2 wk ahead cum case",2020-05-30,"01","quantile",0.4,14814
"2020-05-17","2 wk ahead cum case",2020-05-30,"01","quantile",0.45,14865
"2020-05-17","2 wk ahead cum case",2020-05-30,"01","quantile",0.5,14930
"2020-05-17","2 wk ahead cum case",2020-05-30,"01","quantile",0.55,15014
"2020-05-17","2 wk ahead cum case",2020-05-30,"01","quantile",0.6,15104
"2020-05-17","2 wk ahead cum case",2020-05-30,"01","quantile",0.65,15224
"2020-05-17","2 wk ahead cum case",2020-05-30,"01","quantile",0.7,15329
"2020-05-17","2 wk ahead cum case",2020-05-30,"01","quantile",0.75,15451
"2020-05-17","2 wk ahead cum case",2020-05-30,"01","quantile",0.8,15580
"2020-05-17","2 wk ahead cum case",2020-05-30,"01","quantile",0.85,15774
"2020-05-17","2 wk ahead cum case",2020-05-30,"01","quantile",0.9,16017
"2020-05-17","2 wk ahead cum case",2020-05-30,"01","quantile",0.95,16506
"2020-05-17","2 wk ahead cum case",2020-05-30,"01","quantile",0.975,16939
"2020-05-17","2 wk ahead cum case",2020-05-30,"01","quantile",0.99,18112
"2020-05-17","3 wk ahead cum case",2020-06-06,"01","point",NA,16821
"2020-05-17","3 wk ahead cum case",2020-06-06,"01","quantile",0.01,14279
"2020-05-17","3 wk ahead cum case",2020-06-06,"01","quantile",0.025,14683
"2020-05-17","3 wk ahead cum case",2020-06-06,"01","quantile",0.05,15004
"2020-05-17","3 wk ahead cum case",2020-06-06,"01","quantile",0.1,15266
"2020-05-17","3 wk ahead cum case",2020-06-06,"01","quantile",0.15,15448
"2020-05-17","3 wk ahead cum case",2020-06-06,"01","quantile",0.2,15602
"2020-05-17","3 wk ahead cum case",2020-06-06,"01","quantile",0.25,15785
"2020-05-17","3 wk ahead cum case",2020-06-06,"01","quantile",0.3,15943
"2020-05-17","3 wk ahead cum case",2020-06-06,"01","quantile",0.35,16114
"2020-05-17","3 wk ahead cum case",2020-06-06,"01","quantile",0.4,16304
"2020-05-17","3 wk ahead cum case",2020-06-06,"01","quantile",0.45,16545
"2020-05-17","3 wk ahead cum case",2020-06-06,"01","quantile",0.5,16821
"2020-05-17","3 wk ahead cum case",2020-06-06,"01","quantile",0.55,17056
"2020-05-17","3 wk ahead cum case",2020-06-06,"01","quantile",0.6,17272
"2020-05-17","3 wk ahead cum case",2020-06-06,"01","quantile",0.65,17470
"2020-05-17","3 wk ahead cum case",2020-06-06,"01","quantile",0.7,17747
"2020-05-17","3 wk ahead cum case",2020-06-06,"01","quantile",0.75,18051
"2020-05-17","3 wk ahead cum case",2020-06-06,"01","quantile",0.8,18376
"2020-05-17","3 wk ahead cum case",2020-06-06,"01","quantile",0.85,18773
"2020-05-17","3 wk ahead cum case",2020-06-06,"01","quantile",0.9,19226
"2020-05-17","3 wk ahead cum case",2020-06-06,"01","quantile",0.95,20107
"2020-05-17","3 wk ahead cum case",2020-06-06,"01","quantile",0.975,20916
"2020-05-17","3 wk ahead cum case",2020-06-06,"01","quantile",0.99,23885
"2020-05-17","4 wk ahead cum case",2020-06-13,"01","point",NA,19491
"2020-05-17","4 wk ahead cum case",2020-06-13,"01","quantile",0.01,14655
"2020-05-17","4 wk ahead cum case",2020-06-13,"01","quantile",0.025,15136
"2020-05-17","4 wk ahead cum case",2020-06-13,"01","quantile",0.05,15531
"2020-05-17","4 wk ahead cum case",2020-06-13,"01","quantile",0.1,15858
"2020-05-17","4 wk ahead cum case",2020-06-13,"01","quantile",0.15,16160
"2020-05-17","4 wk ahead cum case",2020-06-13,"01","quantile",0.2,16409
"2020-05-17","4 wk ahead cum case",2020-06-13,"01","quantile",0.25,16665
"2020-05-17","4 wk ahead cum case",2020-06-13,"01","quantile",0.3,16970
"2020-05-17","4 wk ahead cum case",2020-06-13,"01","quantile",0.35,17439
"2020-05-17","4 wk ahead cum case",2020-06-13,"01","quantile",0.4,18116
"2020-05-17","4 wk ahead cum case",2020-06-13,"01","quantile",0.45,18760
"2020-05-17","4 wk ahead cum case",2020-06-13,"01","quantile",0.5,19491
"2020-05-17","4 wk ahead cum case",2020-06-13,"01","quantile",0.55,20237
"2020-05-17","4 wk ahead cum case",2020-06-13,"01","quantile",0.6,20810
"2020-05-17","4 wk ahead cum case",2020-06-13,"01","quantile",0.65,21341
"2020-05-17","4 wk ahead cum case",2020-06-13,"01","quantile",0.7,21862
"2020-05-17","4 wk ahead cum case",2020-06-13,"01","quantile",0.75,22515
"2020-05-17","4 wk ahead cum case",2020-06-13,"01","quantile",0.8,23233
"2020-05-17","4 wk ahead cum case",2020-06-13,"01","quantile",0.85,24032
"2020-05-17","4 wk ahead cum case",2020-06-13,"01","quantile",0.9,24877
"2020-05-17","4 wk ahead cum case",2020-06-13,"01","quantile",0.95,26042
"2020-05-17","4 wk ahead cum case",2020-06-13,"01","quantile",0.975,27479
"2020-05-17","4 wk ahead cum case",2020-06-13,"01","quantile",0.99,31755
"2020-05-17","1 wk ahead inc case",2020-05-23,"01","point",NA,1829
"2020-05-17","1 wk ahead inc case",2020-05-23,"01","quantile",0.01,1371
"2020-05-17","1 wk ahead inc case",2020-05-23,"01","quantile",0.025,1459
"2020-05-17","1 wk ahead inc case",2020-05-23,"01","quantile",0.05,1535
"2020-05-17","1 wk ahead inc case",2020-05-23,"01","quantile",0.1,1607
"2020-05-17","1 wk ahead inc case",2020-05-23,"01","quantile",0.15,1655
"2020-05-17","1 wk ahead inc case",2020-05-23,"01","quantile",0.2,1684
"2020-05-17","1 wk ahead inc case",2020-05-23,"01","quantile",0.25,1711
"2020-05-17","1 wk ahead inc case",2020-05-23,"01","quantile",0.3,1733
"2020-05-17","1 wk ahead inc case",2020-05-23,"01","quantile",0.35,1759
"2020-05-17","1 wk ahead inc case",2020-05-23,"01","quantile",0.4,1784
"2020-05-17","1 wk ahead inc case",2020-05-23,"01","quantile",0.45,1809
"2020-05-17","1 wk ahead inc case",2020-05-23,"01","quantile",0.5,1829
"2020-05-17","1 wk ahead inc case",2020-05-23,"01","quantile",0.55,1853
"2020-05-17","1 wk ahead inc case",2020-05-23,"01","quantile",0.6,1878
"2020-05-17","1 wk ahead inc case",2020-05-23,"01","quantile",0.65,1913
"2020-05-17","1 wk ahead inc case",2020-05-23,"01","quantile",0.7,1954
"2020-05-17","1 wk ahead inc case",2020-05-23,"01","quantile",0.75,1990
"2020-05-17","1 wk ahead inc case",2020-05-23,"01","quantile",0.8,2023
"2020-05-17","1 wk ahead inc case",2020-05-23,"01","quantile",0.85,2075
"2020-05-17","1 wk ahead inc case",2020-05-23,"01","quantile",0.9,2157
"2020-05-17","1 wk ahead inc case",2020-05-23,"01","quantile",0.95,2290
"2020-05-17","1 wk ahead inc case",2020-05-23,"01","quantile",0.975,2427
"2020-05-17","1 wk ahead inc case",2020-05-23,"01","quantile",0.99,2584
"2020-05-17","2 wk ahead inc case",2020-05-30,"01","point",NA,1590
"2020-05-17","2 wk ahead inc case",2020-05-30,"01","quantile",0.01,623
"2020-05-17","2 wk ahead inc case",2020-05-30,"01","quantile",0.025,846
"2020-05-17","2 wk ahead inc case",2020-05-30,"01","quantile",0.05,994
"2020-05-17","2 wk ahead inc case",2020-05-30,"01","quantile",0.1,1132
"2020-05-17","2 wk ahead inc case",2020-05-30,"01","quantile",0.15,1220
"2020-05-17","2 wk ahead inc case",2020-05-30,"01","quantile",0.2,1273
"2020-05-17","2 wk ahead inc case",2020-05-30,"01","quantile",0.25,1322
"2020-05-17","2 wk ahead inc case",2020-05-30,"01","quantile",0.3,1369
"2020-05-17","2 wk ahead inc case",2020-05-30,"01","quantile",0.35,1428
"2020-05-17","2 wk ahead inc case",2020-05-30,"01","quantile",0.4,1481
"2020-05-17","2 wk ahead inc case",2020-05-30,"01","quantile",0.45,1533
"2020-05-17","2 wk ahead inc case",2020-05-30,"01","quantile",0.5,1590
"2020-05-17","2 wk ahead inc case",2020-05-30,"01","quantile",0.55,1655
"2020-05-17","2 wk ahead inc case",2020-05-30,"01","quantile",0.6,1744
"2020-05-17","2 wk ahead inc case",2020-05-30,"01","quantile",0.65,1831
"2020-05-17","2 wk ahead inc case",2020-05-30,"01","quantile",0.7,1927
"2020-05-17","2 wk ahead inc case",2020-05-30,"01","quantile",0.75,2036
"2020-05-17","2 wk ahead inc case",2020-05-30,"01","quantile",0.8,2172
