"forecast_date","target","target_end_date","location","type","quantile","value"
"2020-08-09","1 wk ahead cum case",2020-08-15,"01","point",NA,111882
"2020-08-09","1 wk ahead cum case",2020-08-15,"01","quantile",0.01,106362
"2020-08-09","1 wk ahead cum case",2020-08-15,"01","quantile",0.025,107710
"2020-08-09","1 wk ahead cum case",2020-08-15,"01","quantile",0.05,108653
"2020-08-09","1 wk ahead cum case",2020-08-15,"01","quantile",0.1,109594
"2020-08-09","1 wk ahead cum case",2020-08-15,"01","quantile",0.15,110265
"2020-08-09","1 wk ahead cum case",2020-08-15,"01","quantile",0.2,110668
"2020-08-09","1 wk ahead cum case",2020-08-15,"01","quantile",0.25,110877
"2020-08-09","1 wk ahead cum case",2020-08-15,"01","quantile",0.3,111014
"2020-08-09","1 wk ahead cum case",2020-08-15,"01","quantile",0.35,111163
"2020-08-09","1 wk ahead cum case",2020-08-15,"01","quantile",0.4,111314
"2020-08-09","1 wk ahead cum case",2020-08-15,"01","quantile",0.45,111534
"2020-08-09","1 wk ahead cum case",2020-08-15,"01","quantile",0.5,111882
"2020-08-09","1 wk ahead cum case",2020-08-15,"01","quantile",0.55,112212
"2020-08-09","1 wk ahead cum case",2020-08-15,"01","quantile",0.6,112374
"2020-08-09","1 wk ahead cum case",2020-08-15,"01","quantile",0.65,112455
"2020-08-09","1 wk ahead cum case",2020-08-15,"01","quantile",0.7,112602
"2020-08-09","1 wk ahead cum case",2020-08-15,"01","quantile",0.75,112948
"2020-08-09","1 wk ahead cum case",2020-08-15,"01","quantile",0.8,113455
"2020-08-09","1 wk ahead cum case",2020-08-15,"01","quantile",0.85,114220
"2020-08-09","1 wk ahead cum case",2020-08-15,"01","quantile",0.9,115216
"2020-08-09","1 wk ahead cum case",2020-08-15,"01","quantile",0.95,116692
"2020-08-09","1 wk ahead cum case",2020-08-15,"01","quantile",0.975,118297
"2020-08-09","1 wk ahead cum case",2020-08-15,"01","quantile",0.99,119708
"2020-08-09","2 wk ahead cum case",2020-08-22,"01","point",NA,125359
"2020-08-09","2 wk ahead cum case",2020-08-22,"01","quantile",0.01,115058
"2020-08-09","2 wk ahead cum case",2020-08-22,"01","quantile",0.025,117025
"2020-08-09","2 wk ahead cum case",2020-08-22,"01","quantile",0.05,118212
"2020-08-09","2 wk ahead cum case",2020-08-22,"01","quantile",0.1,119715
"2020-08-09","2 wk ahead cum case",2020-08-22,"01","quantile",0.15,120765
"2020-08-09","2 wk ahead cum case",2020-08-22,"01","quantile",0.2,121441
"2020-08-09","2 wk ahead cum case",2020-08-22,"01","quantile",0.25,121874
"2020-08-09","2 wk ahead cum case",2020-08-22,"01","quantile",0.3,122376
"2020-08-09","2 wk ahead cum case",2020-08-22,"01","quantile",0.35,122842
"2020-08-09","2 wk ahead cum case",2020-08-22,"01","quantile",0.4,123402
"2020-08-09","2 wk ahead cum case",2020-08-22,"01","quantile",0.45,124224
"2020-08-09","2 wk ahead cum case",2020-08-22,"01","quantile",0.5,125359
"2020-08-09","2 wk ahead cum case",2020-08-22,"01","quantile",0.55,126297
"2020-08-09","2 wk ahead cum case",2020-08-22,"01","quantile",0.6,126634
"2020-08-09","2 wk ahead cum case",2020-08-22,"01","quantile",0.65,126906
"2020-08-09","2 wk ahead cum case",2020-08-22,"01","quantile",0.7,127439
"2020-08-09","2 wk ahead cum case",2020-08-22,"01","quantile",0.75,128633
"2020-08-09","2 wk ahead cum case",2020-08-22,"01","quantile",0.8,130285
"2020-08-09","2 wk ahead cum case",2020-08-22,"01","quantile",0.85,132618
"2020-08-09","2 wk ahead cum case",2020-08-22,"01","quantile",0.9,135115
"2020-08-09","2 wk ahead cum case",2020-08-22,"01","quantile",0.95,138910
"2020-08-09","2 wk ahead cum case",2020-08-22,"01","quantile",0.975,141238
"2020-08-09","2 wk ahead cum case",2020-08-22,"01","quantile",0.99,144452
"2020-08-09","3 wk ahead cum case",2020-08-29,"01","point",NA,142141
"2020-08-09","3 wk ahead cum case",2020-08-29,"01","quantile",0.01,121926
"2020-08-09","3 wk ahead cum case",2020-08-29,"01","quantile",0.025,123317
"2020-08-09","3 wk ahead cum case",2020-08-29,"01","quantile",0.05,125722
"2020-08-09","3 wk ahead cum case",2020-08-29,"01","quantile",0.1,129213
"2020-08-09","3 wk ahead cum case",2020-08-29,"01","quantile",0.15,130878
"2020-08-09","3 wk ahead cum case",2020-08-29,"01","quantile",0.2,131974
"2020-08-09","3 wk ahead cum case",2020-08-29,"01","quantile",0.25,133018
"2020-08-09","3 wk ahead cum case",2020-08-29,"01","quantile",0.3,134253
"2020-08-09","3 wk ahead cum case",2020-08-29,"01","quantile",0.35,135662
"2020-08-09","3 wk ahead cum case",2020-08-29,"01","quantile",0.4,138010
"2020-08-09","3 wk ahead cum case",2020-08-29,"01","quantile",0.45,140664
"2020-08-09","3 wk ahead cum case",2020-08-29,"01","quantile",0.5,142141
"2020-08-09","3 wk ahead cum case",2020-08-29,"01","quantile",0.55,142707
"2020-08-09","3 wk ahead cum case",2020-08-29,"01","quantile",0.6,143461
"2020-08-09","3 wk ahead cum case",2020-08-29,"01","quantile",0.65,144941
"2020-08-09","3 wk ahead cum case",2020-08-29,"01","quantile",0.7,146971
"2020-08-09","3 wk ahead cum case",2020-08-29,"01","quantile",0.75,149620
"2020-08-09","3 wk ahead cum case",2020-08-29,"01","quantile",0.8,152088
"2020-08-09","3 wk ahead cum case",2020-08-29,"01","quantile",0.85,156047
"2020-08-09","3 wk ahead cum case",2020-08-29,"01","quantile",0.9,160877
"2020-08-09","3 wk ahead cum case",2020-08-29,"01","quantile",0.95,167852
"2020-08-09","3 wk ahead cum case",2020-08-29,"01","quantile",0.975,172008
"2020-08-09","3 wk ahead cum case",2020-08-29,"01","quantile",0.99,175943
"2020-08-09","4 wk ahead cum case",2020-09-05,"01","point",NA,160326
"2020-08-09","4 wk ahead cum case",2020-09-05,"01","quantile",0.01,125960
"2020-08-09","4 wk ahead cum case",2020-09-05,"01","quantile",0.025,128202
"2020-08-09","4 wk ahead cum case",2020-09-05,"01","quantile",0.05,131192
"2020-08-09","4 wk ahead cum case",2020-09-05,"01","quantile",0.1,137576
