"location","target","type","quantile","forecast_date","target_end_date","value"
"72","1 wk ahead cum death","quantile",0.01,2020-05-24,"2020-05-30",129.73500922673
"72","1 wk ahead cum death","quantile",0.025,2020-05-24,"2020-05-30",130.257825091494
"72","1 wk ahead cum death","quantile",0.05,2020-05-24,"2020-05-30",130.773254926919
"72","1 wk ahead cum death","quantile",0.1,2020-05-24,"2020-05-30",131.583235817886
"72","1 wk ahead cum death","quantile",0.15,2020-05-24,"2020-05-30",132.015753654583
"72","1 wk ahead cum death","quantile",0.2,2020-05-24,"2020-05-30",132.547288886993
"72","1 wk ahead cum death","quantile",0.25,2020-05-24,"2020-05-30",133.016081379967
"72","1 wk ahead cum death","quantile",0.3,2020-05-24,"2020-05-30",133.612540224742
"72","1 wk ahead cum death","quantile",0.35,2020-05-24,"2020-05-30",134.081832811037
"72","1 wk ahead cum death","quantile",0.4,2020-05-24,"2020-05-30",134.52701664989
"72","1 wk ahead cum death","quantile",0.45,2020-05-24,"2020-05-30",134.91420369101
"72","1 wk ahead cum death","quantile",0.5,2020-05-24,"2020-05-30",135.390453694753
"72","1 wk ahead cum death","quantile",0.55,2020-05-24,"2020-05-30",135.874250358093
"72","1 wk ahead cum death","quantile",0.6,2020-05-24,"2020-05-30",136.343849696614
"72","1 wk ahead cum death","quantile",0.65,2020-05-24,"2020-05-30",137.088217744478
"72","1 wk ahead cum death","quantile",0.7,2020-05-24,"2020-05-30",137.671534234235
"72","1 wk ahead cum death","quantile",0.75,2020-05-24,"2020-05-30",138.397349612409
"72","1 wk ahead cum death","quantile",0.8,2020-05-24,"2020-05-30",139.11426275144
"72","1 wk ahead cum death","quantile",0.85,2020-05-24,"2020-05-30",139.95492957747
"72","1 wk ahead cum death","quantile",0.9,2020-05-24,"2020-05-30",141.242724621949
"72","1 wk ahead cum death","quantile",0.95,2020-05-24,"2020-05-30",143.890816695366
"72","1 wk ahead cum death","quantile",0.975,2020-05-24,"2020-05-30",145.85307535715
"72","1 wk ahead cum death","quantile",0.99,2020-05-24,"2020-05-30",148.056034262028
"72","2 wk ahead cum death","quantile",0.01,2020-05-24,"2020-06-06",132.960425259273
