"location","target","type","quantile","forecast_date","target_end_date","value"
"01","1 wk ahead cum death","quantile",0.01,2020-04-26,"2020-05-02",209.862705627145
"02","1 wk ahead cum death","quantile",0.01,2020-04-26,"2020-05-02",9.84685966181672
"04","1 wk ahead cum death","quantile",0.01,2020-04-26,"2020-05-02",283.82653056154
"05","1 wk ahead cum death","quantile",0.01,2020-04-26,"2020-05-02",55.0525752220883
"06","1 wk ahead cum death","quantile",0.01,2020-04-26,"2020-05-02",1753.52481496494
"08","1 wk ahead cum death","quantile",0.01,2020-04-26,"2020-05-02",680.742560144434
"09","1 wk ahead cum death","quantile",0.01,2020-04-26,"2020-05-02",2045.39251213848
"10","1 wk ahead cum death","quantile",0.01,2020-04-26,"2020-05-02",191.231379776911
"12","1 wk ahead cum death","quantile",0.01,2020-04-26,"2020-05-02",1144.3226729363
"13","1 wk ahead cum death","quantile",0.01,2020-04-26,"2020-05-02",878.646862890282
"15","1 wk ahead cum death","quantile",0.01,2020-04-26,"2020-05-02",12.0725341568466
"16","1 wk ahead cum death","quantile",0.01,2020-04-26,"2020-05-02",56.0504438069921
"17","1 wk ahead cum death","quantile",0.01,2020-04-26,"2020-05-02",2062.32044820849
"18","1 wk ahead cum death","quantile",0.01,2020-04-26,"2020-05-02",863.232794700639
"19","1 wk ahead cum death","quantile",0.01,2020-04-26,"2020-05-02",160.614264353138
"20","1 wk ahead cum death","quantile",0.01,2020-04-26,"2020-05-02",129.726764067324
"21","1 wk ahead cum death","quantile",0.01,2020-04-26,"2020-05-02",210.043823865044
"22","1 wk ahead cum death","quantile",0.01,2020-04-26,"2020-05-02",1605.97940462721
"23","1 wk ahead cum death","quantile",0.01,2020-04-26,"2020-05-02",46.3648064733925
"24","1 wk ahead cum death","quantile",0.01,2020-04-26,"2020-05-02",1035.8724886251
"25","1 wk ahead cum death","quantile",0.01,2020-04-26,"2020-05-02",2951.0595490686
"26","1 wk ahead cum death","quantile",0.01,2020-04-26,"2020-05-02",3726.66562170235
"27","1 wk ahead cum death","quantile",0.01,2020-04-26,"2020-05-02",252.348923664875
"28","1 wk ahead cum death","quantile",0.01,2020-04-26,"2020-05-02",212.961344828095
"29","1 wk ahead cum death","quantile",0.01,2020-04-26,"2020-05-02",195.438907848923
"30","1 wk ahead cum death","quantile",0.01,2020-04-26,"2020-05-02",12.3429482664766
"31","1 wk ahead cum death","quantile",0.01,2020-04-26,"2020-05-02",55.1938648382368
"32","1 wk ahead cum death","quantile",0.01,2020-04-26,"2020-05-02",230.25166130231
"33","1 wk ahead cum death","quantile",0.01,2020-04-26,"2020-05-02",62.1571006716055
"34","1 wk ahead cum death","quantile",0.01,2020-04-26,"2020-05-02",5861.60258140309
"35","1 wk ahead cum death","quantile",0.01,2020-04-26,"2020-05-02",106.388370715207
"36","1 wk ahead cum death","quantile",0.01,2020-04-26,"2020-05-02",11531.5404793447
"37","1 wk ahead cum death","quantile",0.01,2020-04-26,"2020-05-02",278.877532908681
"38","1 wk ahead cum death","quantile",0.01,2020-04-26,"2020-05-02",15.5909092117399
"39","1 wk ahead cum death","quantile",0.01,2020-04-26,"2020-05-02",863.104968658207
"40","1 wk ahead cum death","quantile",0.01,2020-04-26,"2020-05-02",205.05834164477
"41","1 wk ahead cum death","quantile",0.01,2020-04-26,"2020-05-02",94.0349205364368
"42","1 wk ahead cum death","quantile",0.01,2020-04-26,"2020-05-02",1688.56481804761
"44","1 wk ahead cum death","quantile",0.01,2020-04-26,"2020-05-02",278.150241595014
"45","1 wk ahead cum death","quantile",0.01,2020-04-26,"2020-05-02",176.821710795563
"46","1 wk ahead cum death","quantile",0.01,2020-04-26,"2020-05-02",14.5472060893647
"47","1 wk ahead cum death","quantile",0.01,2020-04-26,"2020-05-02",186.333501162533
"48","1 wk ahead cum death","quantile",0.01,2020-04-26,"2020-05-02",639.830850282973
"49","1 wk ahead cum death","quantile",0.01,2020-04-26,"2020-05-02",45.7134458143951
"50","1 wk ahead cum death","quantile",0.01,2020-04-26,"2020-05-02",45.3455737910194
"51","1 wk ahead cum death","quantile",0.01,2020-04-26,"2020-05-02",477.377149118365
"53","1 wk ahead cum death","quantile",0.01,2020-04-26,"2020-05-02",746.128511746216
