"location","target","type","quantile","forecast_date","target_end_date","value"
"US","1 wk ahead cum death","quantile",0.025,2020-04-12,"2020-04-18",19653.14375
"US","1 wk ahead cum death","quantile",0.5,2020-04-12,"2020-04-18",28217.198
"US","1 wk ahead cum death","quantile",0.975,2020-04-12,"2020-04-18",47664.0125
"US","2 wk ahead cum death","quantile",0.025,2020-04-12,"2020-04-25",28143.45
"US","2 wk ahead cum death","quantile",0.5,2020-04-12,"2020-04-25",47606.091
"US","2 wk ahead cum death","quantile",0.975,2020-04-12,"2020-04-25",89043.63125
"US","3 wk ahead cum death","quantile",0.025,2020-04-12,"2020-05-02",35571.7375
"US","3 wk ahead cum death","quantile",0.5,2020-04-12,"2020-05-02",66607.94975
"US","3 wk ahead cum death","quantile",0.975,2020-04-12,"2020-05-02",139186.1
"US","4 wk ahead cum death","quantile",0.025,2020-04-12,"2020-05-09",41014.61875
"US","4 wk ahead cum death","quantile",0.975,2020-04-12,"2020-05-09",190712.3125
"US","4 wk ahead cum death","quantile",0.5,2020-04-12,"2020-05-09",85481.994
"US","5 wk ahead cum death","quantile",0.025,2020-04-12,"2020-05-16",44886.71875
"US","5 wk ahead cum death","quantile",0.975,2020-04-12,"2020-05-16",235063.6125
"US","5 wk ahead cum death","quantile",0.5,2020-04-12,"2020-05-16",102491.02475
"US","6 wk ahead cum death","quantile",0.025,2020-04-12,"2020-05-23",47557.4875
"US","6 wk ahead cum death","quantile",0.975,2020-04-12,"2020-05-23",270782.59375
"US","6 wk ahead cum death","quantile",0.5,2020-04-12,"2020-05-23",117233.354
"US","1 wk ahead cum death","point",NA,2020-04-12,"2020-04-18",28217.198
"US","2 wk ahead cum death","point",NA,2020-04-12,"2020-04-25",47606.091
"US","3 wk ahead cum death","point",NA,2020-04-12,"2020-05-02",66607.94975
"US","4 wk ahead cum death","point",NA,2020-04-12,"2020-05-09",85481.994
"US","5 wk ahead cum death","point",NA,2020-04-12,"2020-05-16",102491.02475
"US","6 wk ahead cum death","point",NA,2020-04-12,"2020-05-23",117233.354
"01","1 wk ahead cum death","quantile",0.025,2020-04-12,"2020-04-18",101.779702816392
"01","2 wk ahead cum death","quantile",0.025,2020-04-12,"2020-04-25",116.495609950504
"01","3 wk ahead cum death","quantile",0.025,2020-04-12,"2020-05-02",131.425690949919
"01","4 wk ahead cum death","quantile",0.025,2020-04-12,"2020-05-09",141.805024098927
"01","5 wk ahead cum death","quantile",0.025,2020-04-12,"2020-05-16",148.472970484648
"01","6 wk ahead cum death","quantile",0.025,2020-04-12,"2020-05-23",153.174287746197
"01","1 wk ahead cum death","quantile",0.5,2020-04-12,"2020-04-18",152.238321626304
"01","2 wk ahead cum death","quantile",0.5,2020-04-12,"2020-04-25",243.473905939223
"01","3 wk ahead cum death","quantile",0.5,2020-04-12,"2020-05-02",338.592072259522
"01","4 wk ahead cum death","quantile",0.5,2020-04-12,"2020-05-09",428.445974253916
"01","5 wk ahead cum death","quantile",0.5,2020-04-12,"2020-05-16",506.208577254177
"01","6 wk ahead cum death","quantile",0.5,2020-04-12,"2020-05-23",577.753080752729
"01","1 wk ahead cum death","quantile",0.975,2020-04-12,"2020-04-18",324.894288449977
"01","2 wk ahead cum death","quantile",0.975,2020-04-12,"2020-04-25",675.967943501732
"01","3 wk ahead cum death","quantile",0.975,2020-04-12,"2020-05-02",1150.90588045361
"01","4 wk ahead cum death","quantile",0.975,2020-04-12,"2020-05-09",1835.93285093895
"01","5 wk ahead cum death","quantile",0.975,2020-04-12,"2020-05-16",2877.58002653434
"01","6 wk ahead cum death","quantile",0.975,2020-04-12,"2020-05-23",4446.97985277293
"10","1 wk ahead cum death","quantile",0.025,2020-04-12,"2020-04-18",48.79052316865
