"location","target","type","quantile","forecast_date","target_end_date","value"
"37","4 wk ahead cum death","quantile",0.01,2020-06-28,"2020-07-25",1580.74951798614
"37","4 wk ahead cum death","quantile",0.025,2020-06-28,"2020-07-25",1613.31110435618
"37","4 wk ahead cum death","quantile",0.05,2020-06-28,"2020-07-25",1641.74698385239
"37","4 wk ahead cum death","quantile",0.1,2020-06-28,"2020-07-25",1676.97482787067
"37","4 wk ahead cum death","quantile",0.15,2020-06-28,"2020-07-25",1706.90026633354
"37","4 wk ahead cum death","quantile",0.2,2020-06-28,"2020-07-25",1733.41733090122
"37","4 wk ahead cum death","quantile",0.25,2020-06-28,"2020-07-25",1755.38544256466
"37","4 wk ahead cum death","quantile",0.3,2020-06-28,"2020-07-25",1779.67317028774
"37","4 wk ahead cum death","quantile",0.35,2020-06-28,"2020-07-25",1803.03871615914
"37","4 wk ahead cum death","quantile",0.4,2020-06-28,"2020-07-25",1826.16599475513
"37","4 wk ahead cum death","quantile",0.45,2020-06-28,"2020-07-25",1847.36547702232
"37","4 wk ahead cum death","quantile",0.5,2020-06-28,"2020-07-25",1871.05577693326
"37","4 wk ahead cum death","quantile",0.55,2020-06-28,"2020-07-25",1893.12506049462
"37","4 wk ahead cum death","quantile",0.6,2020-06-28,"2020-07-25",1919.81358042628
"37","4 wk ahead cum death","quantile",0.65,2020-06-28,"2020-07-25",1948.12523859834
"37","4 wk ahead cum death","quantile",0.7,2020-06-28,"2020-07-25",1974.53877040066
"37","4 wk ahead cum death","quantile",0.75,2020-06-28,"2020-07-25",2009.02945807247
"37","4 wk ahead cum death","quantile",0.8,2020-06-28,"2020-07-25",2047.94184526603
"37","4 wk ahead cum death","quantile",0.85,2020-06-28,"2020-07-25",2095.46242479722
"37","4 wk ahead cum death","quantile",0.9,2020-06-28,"2020-07-25",2150.45313959659
"37","4 wk ahead cum death","quantile",0.95,2020-06-28,"2020-07-25",2260.74815296803
"37","4 wk ahead cum death","quantile",0.975,2020-06-28,"2020-07-25",2366.53122545687
"37","4 wk ahead cum death","quantile",0.99,2020-06-28,"2020-07-25",2491.94074460705
"37","3 wk ahead cum death","quantile",0.01,2020-06-28,"2020-07-18",1510.38741226746
"37","3 wk ahead cum death","quantile",0.025,2020-06-28,"2020-07-18",1534.11290277177
