"location","target","type","quantile","forecast_date","target_end_date","value"
"02","1 wk ahead cum death","quantile",0.01,2020-06-14,"2020-06-20",11.9832309459072
"02","1 wk ahead cum death","quantile",0.025,2020-06-14,"2020-06-20",12.0445219259533
"02","1 wk ahead cum death","quantile",0.05,2020-06-14,"2020-06-20",12.1194913383594
"02","1 wk ahead cum death","quantile",0.1,2020-06-14,"2020-06-20",12.2743336665348
"02","1 wk ahead cum death","quantile",0.15,2020-06-14,"2020-06-20",12.3392969228983
"02","1 wk ahead cum death","quantile",0.2,2020-06-14,"2020-06-20",12.4594095222329
"02","1 wk ahead cum death","quantile",0.25,2020-06-14,"2020-06-20",12.5065749211994
"02","1 wk ahead cum death","quantile",0.3,2020-06-14,"2020-06-20",12.6203985477079
"02","1 wk ahead cum death","quantile",0.35,2020-06-14,"2020-06-20",12.7390884241389
"02","1 wk ahead cum death","quantile",0.4,2020-06-14,"2020-06-20",12.7825803306918
"02","1 wk ahead cum death","quantile",0.45,2020-06-14,"2020-06-20",12.8931939357177
"02","1 wk ahead cum death","quantile",0.5,2020-06-14,"2020-06-20",13.0153440829517
"02","1 wk ahead cum death","quantile",0.55,2020-06-14,"2020-06-20",13.0978818033656
"02","1 wk ahead cum death","quantile",0.6,2020-06-14,"2020-06-20",13.2500310004395
"02","1 wk ahead cum death","quantile",0.65,2020-06-14,"2020-06-20",13.3386763898375
"02","1 wk ahead cum death","quantile",0.7,2020-06-14,"2020-06-20",13.5694315786888
"02","1 wk ahead cum death","quantile",0.75,2020-06-14,"2020-06-20",13.6717566572949
"02","1 wk ahead cum death","quantile",0.8,2020-06-14,"2020-06-20",13.9467153687167
"02","1 wk ahead cum death","quantile",0.85,2020-06-14,"2020-06-20",14.1603615284359
"02","1 wk ahead cum death","quantile",0.9,2020-06-14,"2020-06-20",14.4826765106252
"02","1 wk ahead cum death","quantile",0.95,2020-06-14,"2020-06-20",15.4197091123511
"02","1 wk ahead cum death","quantile",0.975,2020-06-14,"2020-06-20",15.8999013525449
"02","1 wk ahead cum death","quantile",0.99,2020-06-14,"2020-06-20",16.8674270750249
"02","2 wk ahead cum death","quantile",0.01,2020-06-14,"2020-06-27",12.2785758209157
"02","2 wk ahead cum death","quantile",0.025,2020-06-14,"2020-06-27",12.4495523356659
"02","2 wk ahead cum death","quantile",0.05,2020-06-14,"2020-06-27",12.5503855780571
"02","2 wk ahead cum death","quantile",0.1,2020-06-14,"2020-06-27",12.9050757768674
"02","2 wk ahead cum death","quantile",0.15,2020-06-14,"2020-06-27",13.0760944741178
"02","2 wk ahead cum death","quantile",0.2,2020-06-14,"2020-06-27",13.1566462205649
"02","2 wk ahead cum death","quantile",0.25,2020-06-14,"2020-06-27",13.3807265437464
"02","2 wk ahead cum death","quantile",0.3,2020-06-14,"2020-06-27",13.6669829604599
"02","2 wk ahead cum death","quantile",0.35,2020-06-14,"2020-06-27",13.7416639714194
"02","2 wk ahead cum death","quantile",0.4,2020-06-14,"2020-06-27",13.8986104598389
"02","2 wk ahead cum death","quantile",0.45,2020-06-14,"2020-06-27",14.1076308356821
"02","2 wk ahead cum death","quantile",0.5,2020-06-14,"2020-06-27",14.3156776689375
"02","2 wk ahead cum death","quantile",0.55,2020-06-14,"2020-06-27",14.5000822775694
"02","2 wk ahead cum death","quantile",0.6,2020-06-14,"2020-06-27",14.6900427663209
"02","2 wk ahead cum death","quantile",0.65,2020-06-14,"2020-06-27",14.955452902646
"02","2 wk ahead cum death","quantile",0.7,2020-06-14,"2020-06-27",15.0788773498559
"02","2 wk ahead cum death","quantile",0.75,2020-06-14,"2020-06-27",15.3721310840659
"02","2 wk ahead cum death","quantile",0.8,2020-06-14,"2020-06-27",15.7168902286689
"02","2 wk ahead cum death","quantile",0.85,2020-06-14,"2020-06-27",16.1451270053062
"02","2 wk ahead cum death","quantile",0.9,2020-06-14,"2020-06-27",17.1720836959837
"02","2 wk ahead cum death","quantile",0.95,2020-06-14,"2020-06-27",18.0002616577237
"02","2 wk ahead cum death","quantile",0.975,2020-06-14,"2020-06-27",19.1378701399044
"02","2 wk ahead cum death","quantile",0.99,2020-06-14,"2020-06-27",20.6795245499493
"02","3 wk ahead cum death","quantile",0.01,2020-06-14,"2020-07-04",12.5939221707254
"02","3 wk ahead cum death","quantile",0.025,2020-06-14,"2020-07-04",12.9343817952167
"02","3 wk ahead cum death","quantile",0.05,2020-06-14,"2020-07-04",13.1997682007575
"02","3 wk ahead cum death","quantile",0.1,2020-06-14,"2020-07-04",13.5746091488123
"02","3 wk ahead cum death","quantile",0.15,2020-06-14,"2020-07-04",13.9125523960905
"02","3 wk ahead cum death","quantile",0.2,2020-06-14,"2020-07-04",14.1695702654908
"02","3 wk ahead cum death","quantile",0.25,2020-06-14,"2020-07-04",14.3425374255852
"02","3 wk ahead cum death","quantile",0.3,2020-06-14,"2020-07-04",14.5953101070283
"02","3 wk ahead cum death","quantile",0.35,2020-06-14,"2020-07-04",14.8822006329633
"02","3 wk ahead cum death","quantile",0.4,2020-06-14,"2020-07-04",15.1550623488184
"02","3 wk ahead cum death","quantile",0.45,2020-06-14,"2020-07-04",15.4347182431233
"02","3 wk ahead cum death","quantile",0.5,2020-06-14,"2020-07-04",15.6337180043988
"02","3 wk ahead cum death","quantile",0.55,2020-06-14,"2020-07-04",15.9058747149172
