"forecast_date","target","target_end_date","location","type","quantile","value"
2020-07-05,"4 wk ahead cum death","2020-08-01","72","quantile",0.01,157.939105637852
2020-07-05,"4 wk ahead cum death","2020-08-01","72","quantile",0.025,158.404652522158
2020-07-05,"4 wk ahead cum death","2020-08-01","72","quantile",0.05,159.062304789049
2020-07-05,"4 wk ahead cum death","2020-08-01","72","quantile",0.1,159.833521777742
2020-07-05,"4 wk ahead cum death","2020-08-01","72","quantile",0.15,160.379420771308
2020-07-05,"4 wk ahead cum death","2020-08-01","72","quantile",0.2,161.143317714035
2020-07-05,"4 wk ahead cum death","2020-08-01","72","quantile",0.25,161.870831354584
2020-07-05,"4 wk ahead cum death","2020-08-01","72","quantile",0.3,162.438408585339
2020-07-05,"4 wk ahead cum death","2020-08-01","72","quantile",0.35,162.973900774462
2020-07-05,"4 wk ahead cum death","2020-08-01","72","quantile",0.4,163.364433010362
2020-07-05,"4 wk ahead cum death","2020-08-01","72","quantile",0.45,163.854234010132
2020-07-05,"4 wk ahead cum death","2020-08-01","72","quantile",0.5,164.367048801459
2020-07-05,"4 wk ahead cum death","2020-08-01","72","quantile",0.55,165.87789865253
2020-07-05,"4 wk ahead cum death","2020-08-01","72","quantile",0.6,166.578324227997
2020-07-05,"4 wk ahead cum death","2020-08-01","72","quantile",0.65,167.424696005318
2020-07-05,"4 wk ahead cum death","2020-08-01","72","quantile",0.7,168.578449248685
2020-07-05,"4 wk ahead cum death","2020-08-01","72","quantile",0.75,169.887859607922
2020-07-05,"4 wk ahead cum death","2020-08-01","72","quantile",0.8,172.382980198011
2020-07-05,"4 wk ahead cum death","2020-08-01","72","quantile",0.85,175.352621078067
2020-07-05,"4 wk ahead cum death","2020-08-01","72","quantile",0.9,180.62293164559
2020-07-05,"4 wk ahead cum death","2020-08-01","72","quantile",0.95,197.563734526172
2020-07-05,"4 wk ahead cum death","2020-08-01","72","quantile",0.975,212.485481355263
2020-07-05,"4 wk ahead cum death","2020-08-01","72","quantile",0.99,234.478324786626
2020-07-05,"3 wk ahead cum death","2020-07-25","72","quantile",0.01,157.182838742256
2020-07-05,"3 wk ahead cum death","2020-07-25","72","quantile",0.025,157.607922180632
2020-07-05,"3 wk ahead cum death","2020-07-25","72","quantile",0.05,158.057993312865
2020-07-05,"3 wk ahead cum death","2020-07-25","72","quantile",0.1,158.618832423187
2020-07-05,"3 wk ahead cum death","2020-07-25","72","quantile",0.15,159.268824217144
2020-07-05,"3 wk ahead cum death","2020-07-25","72","quantile",0.2,159.732231945897
2020-07-05,"3 wk ahead cum death","2020-07-25","72","quantile",0.25,159.923537205807
2020-07-05,"3 wk ahead cum death","2020-07-25","72","quantile",0.3,160.42005654975
2020-07-05,"3 wk ahead cum death","2020-07-25","72","quantile",0.35,160.885030294698
2020-07-05,"3 wk ahead cum death","2020-07-25","72","quantile",0.4,161.215472350978
2020-07-05,"3 wk ahead cum death","2020-07-25","72","quantile",0.45,161.661919879475
2020-07-05,"3 wk ahead cum death","2020-07-25","72","quantile",0.5,161.967622588414
2020-07-05,"3 wk ahead cum death","2020-07-25","72","quantile",0.55,162.71785521217
2020-07-05,"3 wk ahead cum death","2020-07-25","72","quantile",0.6,163.617935990073
2020-07-05,"3 wk ahead cum death","2020-07-25","72","quantile",0.65,164.284145119953
2020-07-05,"3 wk ahead cum death","2020-07-25","72","quantile",0.7,165.133550582505
2020-07-05,"3 wk ahead cum death","2020-07-25","72","quantile",0.75,166.020710375794
2020-07-05,"3 wk ahead cum death","2020-07-25","72","quantile",0.8,167.490555950795
2020-07-05,"3 wk ahead cum death","2020-07-25","72","quantile",0.85,170.199205978558
2020-07-05,"3 wk ahead cum death","2020-07-25","72","quantile",0.9,173.076495279627
2020-07-05,"3 wk ahead cum death","2020-07-25","72","quantile",0.95,186.280595664069
2020-07-05,"3 wk ahead cum death","2020-07-25","72","quantile",0.975,194.881253485824
2020-07-05,"3 wk ahead cum death","2020-07-25","72","quantile",0.99,213.049678660366
2020-07-05,"2 wk ahead cum death","2020-07-18","72","quantile",0.01,156.350270904438
2020-07-05,"2 wk ahead cum death","2020-07-18","72","quantile",0.025,156.729731692524
