"location","target","type","quantile","forecast_date","target_end_date","value"
"01","1 wk ahead cum death","quantile",0.01,2020-05-03,"2020-05-09",315.508439480061
"01","1 wk ahead cum death","quantile",0.5,2020-05-03,"2020-05-09",350.652524853181
"01","1 wk ahead cum death","quantile",0.15,2020-05-03,"2020-05-09",331.051723398496
"01","1 wk ahead cum death","quantile",0.7,2020-05-03,"2020-05-09",363.992925530904
"01","1 wk ahead cum death","quantile",0.35,2020-05-03,"2020-05-09",342.466715696776
"01","1 wk ahead cum death","quantile",0.025,2020-05-03,"2020-05-09",319.27194941439
"01","1 wk ahead cum death","quantile",0.55,2020-05-03,"2020-05-09",353.650881002723
"01","1 wk ahead cum death","quantile",0.2,2020-05-03,"2020-05-09",334.181630940017
"01","1 wk ahead cum death","quantile",0.45,2020-05-03,"2020-05-09",347.949667755631
"01","1 wk ahead cum death","quantile",0.75,2020-05-03,"2020-05-09",368.696424195009
"01","1 wk ahead cum death","quantile",0.4,2020-05-03,"2020-05-09",344.989662021648
"01","1 wk ahead cum death","quantile",0.05,2020-05-03,"2020-05-09",322.79005135087
"01","1 wk ahead cum death","quantile",0.6,2020-05-03,"2020-05-09",356.84857686403
"01","1 wk ahead cum death","quantile",0.25,2020-05-03,"2020-05-09",337.175618014764
"01","1 wk ahead cum death","quantile",0.1,2020-05-03,"2020-05-09",327.347671865707
"01","1 wk ahead cum death","quantile",0.8,2020-05-03,"2020-05-09",374.200106970338
"01","1 wk ahead cum death","quantile",0.65,2020-05-03,"2020-05-09",360.155800639447
"01","1 wk ahead cum death","quantile",0.3,2020-05-03,"2020-05-09",340.031886259442
"01","1 wk ahead cum death","quantile",0.85,2020-05-03,"2020-05-09",380.604535586451
"01","1 wk ahead cum death","quantile",0.99,2020-05-03,"2020-05-09",450.147832456013
"01","1 wk ahead cum death","quantile",0.9,2020-05-03,"2020-05-09",388.713551866932
"01","1 wk ahead cum death","quantile",0.975,2020-05-03,"2020-05-09",425.77360278038
"01","1 wk ahead cum death","quantile",0.95,2020-05-03,"2020-05-09",404.490424817316
"01","2 wk ahead cum death","quantile",0.2,2020-05-03,"2020-05-16",376.493175978273
"01","2 wk ahead cum death","quantile",0.25,2020-05-03,"2020-05-16",382.170538674423
"01","2 wk ahead cum death","quantile",0.3,2020-05-03,"2020-05-16",387.635497410429
"01","2 wk ahead cum death","quantile",0.5,2020-05-03,"2020-05-16",411.488185407624
"01","2 wk ahead cum death","quantile",0.01,2020-05-03,"2020-05-16",342.012238276122
"01","2 wk ahead cum death","quantile",0.15,2020-05-03,"2020-05-16",370.213597940875
"01","2 wk ahead cum death","quantile",0.7,2020-05-03,"2020-05-16",443.660135195057
"01","2 wk ahead cum death","quantile",0.35,2020-05-03,"2020-05-16",393.440897094746
"01","2 wk ahead cum death","quantile",0.025,2020-05-03,"2020-05-16",348.588838600297
"01","2 wk ahead cum death","quantile",0.55,2020-05-03,"2020-05-16",418.550350812127
"01","2 wk ahead cum death","quantile",0.8,2020-05-03,"2020-05-16",471.407448152425
"01","2 wk ahead cum death","quantile",0.45,2020-05-03,"2020-05-16",405.298936387099
"01","2 wk ahead cum death","quantile",0.75,2020-05-03,"2020-05-16",456.160046236555
"01","2 wk ahead cum death","quantile",0.4,2020-05-03,"2020-05-16",399.325403035435
"01","2 wk ahead cum death","quantile",0.05,2020-05-03,"2020-05-16",355.281263965553
"01","2 wk ahead cum death","quantile",0.6,2020-05-03,"2020-05-16",425.178740614579
"01","2 wk ahead cum death","quantile",0.85,2020-05-03,"2020-05-16",493.256239820577
"01","2 wk ahead cum death","quantile",0.1,2020-05-03,"2020-05-16",363.679738709603
"01","2 wk ahead cum death","quantile",0.9,2020-05-03,"2020-05-16",533.693198405949
"01","2 wk ahead cum death","quantile",0.65,2020-05-03,"2020-05-16",433.732305550673
"01","2 wk ahead cum death","quantile",0.99,2020-05-03,"2020-05-16",1066.44423385846
