"location","target","type","quantile","forecast_date","target_end_date","value"
"01","1 wk ahead cum death","quantile",0.01,2020-05-10,"2020-05-16",428.924846156701
"01","1 wk ahead cum death","quantile",0.5,2020-05-10,"2020-05-16",470.125206641255
"01","1 wk ahead cum death","quantile",0.15,2020-05-10,"2020-05-16",446.933366208898
"01","1 wk ahead cum death","quantile",0.7,2020-05-10,"2020-05-16",483.866352257267
"01","1 wk ahead cum death","quantile",0.35,2020-05-10,"2020-05-16",461.319411420638
"01","1 wk ahead cum death","quantile",0.025,2020-05-10,"2020-05-16",433.243653863348
"01","1 wk ahead cum death","quantile",0.55,2020-05-10,"2020-05-16",473.201421651721
"01","1 wk ahead cum death","quantile",0.2,2020-05-10,"2020-05-16",450.827671205043
"01","1 wk ahead cum death","quantile",0.45,2020-05-10,"2020-05-16",467.338049221658
"01","1 wk ahead cum death","quantile",0.75,2020-05-10,"2020-05-16",487.904152874437
"01","1 wk ahead cum death","quantile",0.4,2020-05-10,"2020-05-16",464.182132506817
"01","1 wk ahead cum death","quantile",0.05,2020-05-10,"2020-05-16",437.35506390017
"01","1 wk ahead cum death","quantile",0.6,2020-05-10,"2020-05-16",476.831805492234
"01","1 wk ahead cum death","quantile",0.25,2020-05-10,"2020-05-16",454.19497182042
"01","1 wk ahead cum death","quantile",0.1,2020-05-10,"2020-05-16",442.677388886531
"01","1 wk ahead cum death","quantile",0.8,2020-05-10,"2020-05-16",492.391427571977
"01","1 wk ahead cum death","quantile",0.65,2020-05-10,"2020-05-16",480.098752902151
"01","1 wk ahead cum death","quantile",0.3,2020-05-10,"2020-05-16",457.855342592741
"01","1 wk ahead cum death","quantile",0.85,2020-05-10,"2020-05-16",498.504677410573
"01","1 wk ahead cum death","quantile",0.99,2020-05-10,"2020-05-16",543.899374089048
"01","1 wk ahead cum death","quantile",0.9,2020-05-10,"2020-05-16",505.411271742184
"01","1 wk ahead cum death","quantile",0.975,2020-05-10,"2020-05-16",526.21048366026
"01","1 wk ahead cum death","quantile",0.95,2020-05-10,"2020-05-16",516.394629802633
"01","2 wk ahead cum death","quantile",0.2,2020-05-10,"2020-05-23",514.502110939865
"01","2 wk ahead cum death","quantile",0.25,2020-05-10,"2020-05-23",522.791145997717
"01","2 wk ahead cum death","quantile",0.3,2020-05-10,"2020-05-23",530.554707381231
"01","2 wk ahead cum death","quantile",0.5,2020-05-10,"2020-05-23",560.702693897796
"01","2 wk ahead cum death","quantile",0.01,2020-05-10,"2020-05-23",473.429339304681
"01","2 wk ahead cum death","quantile",0.15,2020-05-10,"2020-05-23",506.002058924083
"01","2 wk ahead cum death","quantile",0.7,2020-05-10,"2020-05-23",591.922113110588
