"location","target","type","quantile","forecast_date","target_end_date","value"
"72","4 wk ahead cum death","quantile",0.01,2020-06-21,"2020-07-18",157.780059452812
"72","4 wk ahead cum death","quantile",0.025,2020-06-21,"2020-07-18",160.265159881575
"72","4 wk ahead cum death","quantile",0.05,2020-06-21,"2020-07-18",161.822012681517
"72","4 wk ahead cum death","quantile",0.1,2020-06-21,"2020-07-18",163.707723286993
"72","4 wk ahead cum death","quantile",0.15,2020-06-21,"2020-07-18",164.748715282351
"72","4 wk ahead cum death","quantile",0.2,2020-06-21,"2020-07-18",165.90520205293
"72","4 wk ahead cum death","quantile",0.25,2020-06-21,"2020-07-18",166.694142917488
"72","4 wk ahead cum death","quantile",0.3,2020-06-21,"2020-07-18",167.517459791963
"72","4 wk ahead cum death","quantile",0.35,2020-06-21,"2020-07-18",168.416580406038
"72","4 wk ahead cum death","quantile",0.4,2020-06-21,"2020-07-18",169.20605981023
"72","4 wk ahead cum death","quantile",0.45,2020-06-21,"2020-07-18",170.841275570626
"72","4 wk ahead cum death","quantile",0.5,2020-06-21,"2020-07-18",172.234094096811
"72","4 wk ahead cum death","quantile",0.55,2020-06-21,"2020-07-18",173.539425446436
"72","4 wk ahead cum death","quantile",0.6,2020-06-21,"2020-07-18",174.389966168945
"72","4 wk ahead cum death","quantile",0.65,2020-06-21,"2020-07-18",175.635170795919
"72","4 wk ahead cum death","quantile",0.7,2020-06-21,"2020-07-18",176.982437646376
"72","4 wk ahead cum death","quantile",0.75,2020-06-21,"2020-07-18",180.236887791445
"72","4 wk ahead cum death","quantile",0.8,2020-06-21,"2020-07-18",182.81643567147
"72","4 wk ahead cum death","quantile",0.85,2020-06-21,"2020-07-18",184.888540424304
"72","4 wk ahead cum death","quantile",0.9,2020-06-21,"2020-07-18",188.551063130032
"72","4 wk ahead cum death","quantile",0.95,2020-06-21,"2020-07-18",193.843467873628
"72","4 wk ahead cum death","quantile",0.975,2020-06-21,"2020-07-18",201.582231075764
"72","4 wk ahead cum death","quantile",0.99,2020-06-21,"2020-07-18",209.488366194324
"72","3 wk ahead cum death","quantile",0.01,2020-06-21,"2020-07-11",154.697045751333
"72","3 wk ahead cum death","quantile",0.025,2020-06-21,"2020-07-11",157.062728083827
"72","3 wk ahead cum death","quantile",0.05,2020-06-21,"2020-07-11",158.304588533373
"72","3 wk ahead cum death","quantile",0.1,2020-06-21,"2020-07-11",160.246035975756
"72","3 wk ahead cum death","quantile",0.15,2020-06-21,"2020-07-11",161.076726432853
"72","3 wk ahead cum death","quantile",0.2,2020-06-21,"2020-07-11",161.980080112596
"72","3 wk ahead cum death","quantile",0.25,2020-06-21,"2020-07-11",162.717876953588
"72","3 wk ahead cum death","quantile",0.3,2020-06-21,"2020-07-11",163.363315337901
"72","3 wk ahead cum death","quantile",0.35,2020-06-21,"2020-07-11",164.18038818922
"72","3 wk ahead cum death","quantile",0.4,2020-06-21,"2020-07-11",164.79633151051
"72","3 wk ahead cum death","quantile",0.45,2020-06-21,"2020-07-11",165.380891667622
"72","3 wk ahead cum death","quantile",0.5,2020-06-21,"2020-07-11",167.014236469757
"72","3 wk ahead cum death","quantile",0.55,2020-06-21,"2020-07-11",167.839655390052
"72","3 wk ahead cum death","quantile",0.6,2020-06-21,"2020-07-11",168.760003441716
"72","3 wk ahead cum death","quantile",0.65,2020-06-21,"2020-07-11",169.684462053296
"72","3 wk ahead cum death","quantile",0.7,2020-06-21,"2020-07-11",170.605238805009
"72","3 wk ahead cum death","quantile",0.75,2020-06-21,"2020-07-11",171.986327733529
"72","3 wk ahead cum death","quantile",0.8,2020-06-21,"2020-07-11",174.95768334682
"72","3 wk ahead cum death","quantile",0.85,2020-06-21,"2020-07-11",176.480061391261
"72","3 wk ahead cum death","quantile",0.9,2020-06-21,"2020-07-11",178.470633612584
"72","3 wk ahead cum death","quantile",0.95,2020-06-21,"2020-07-11",182.263628653157
"72","3 wk ahead cum death","quantile",0.975,2020-06-21,"2020-07-11",188.599144523454
"72","3 wk ahead cum death","quantile",0.99,2020-06-21,"2020-07-11",194.451750961674
"72","2 wk ahead cum death","quantile",0.01,2020-06-21,"2020-07-04",151.56761361271
"72","2 wk ahead cum death","quantile",0.025,2020-06-21,"2020-07-04",153.84980686368
"72","2 wk ahead cum death","quantile",0.05,2020-06-21,"2020-07-04",154.890901182578
"72","2 wk ahead cum death","quantile",0.1,2020-06-21,"2020-07-04",156.838017120373
"72","2 wk ahead cum death","quantile",0.15,2020-06-21,"2020-07-04",157.464827562541
"72","2 wk ahead cum death","quantile",0.2,2020-06-21,"2020-07-04",157.967696609268
"72","2 wk ahead cum death","quantile",0.25,2020-06-21,"2020-07-04",158.418453686498
"72","2 wk ahead cum death","quantile",0.3,2020-06-21,"2020-07-04",158.984637926661
"72","2 wk ahead cum death","quantile",0.35,2020-06-21,"2020-07-04",159.493889239901
"72","2 wk ahead cum death","quantile",0.4,2020-06-21,"2020-07-04",159.75464241863
"72","2 wk ahead cum death","quantile",0.45,2020-06-21,"2020-07-04",160.466264466647
"72","2 wk ahead cum death","quantile",0.5,2020-06-21,"2020-07-04",160.901424894276
"72","2 wk ahead cum death","quantile",0.55,2020-06-21,"2020-07-04",161.392955658518
"72","2 wk ahead cum death","quantile",0.6,2020-06-21,"2020-07-04",163.191313244934
"72","2 wk ahead cum death","quantile",0.65,2020-06-21,"2020-07-04",163.653185405107
"72","2 wk ahead cum death","quantile",0.7,2020-06-21,"2020-07-04",164.255059191187
"72","2 wk ahead cum death","quantile",0.75,2020-06-21,"2020-07-04",165.21695952562
"72","2 wk ahead cum death","quantile",0.8,2020-06-21,"2020-07-04",166.129518520934
"72","2 wk ahead cum death","quantile",0.85,2020-06-21,"2020-07-04",167.895859784524
"72","2 wk ahead cum death","quantile",0.9,2020-06-21,"2020-07-04",169.155910876238
"72","2 wk ahead cum death","quantile",0.95,2020-06-21,"2020-07-04",171.307013021592
"72","2 wk ahead cum death","quantile",0.975,2020-06-21,"2020-07-04",175.930056001857
"72","2 wk ahead cum death","quantile",0.99,2020-06-21,"2020-07-04",180.377790683083
"72","1 wk ahead cum death","quantile",0.01,2020-06-21,"2020-06-27",148.450989311391
"72","1 wk ahead cum death","quantile",0.025,2020-06-21,"2020-06-27",150.612249003612
"72","1 wk ahead cum death","quantile",0.05,2020-06-21,"2020-06-27",151.411064736799
"72","1 wk ahead cum death","quantile",0.1,2020-06-21,"2020-06-27",152.807308117245
"72","1 wk ahead cum death","quantile",0.15,2020-06-21,"2020-06-27",153.472941924713
"72","1 wk ahead cum death","quantile",0.2,2020-06-21,"2020-06-27",153.750454361645
"72","1 wk ahead cum death","quantile",0.25,2020-06-21,"2020-06-27",154.112038359796
"72","1 wk ahead cum death","quantile",0.3,2020-06-21,"2020-06-27",154.342852462093
"72","1 wk ahead cum death","quantile",0.35,2020-06-21,"2020-06-27",154.671245241414
"72","1 wk ahead cum death","quantile",0.4,2020-06-21,"2020-06-27",155.054740018793
"72","1 wk ahead cum death","quantile",0.45,2020-06-21,"2020-06-27",155.511842678594
"72","1 wk ahead cum death","quantile",0.5,2020-06-21,"2020-06-27",155.75340015394
"72","1 wk ahead cum death","quantile",0.55,2020-06-21,"2020-06-27",155.942049533049
"72","1 wk ahead cum death","quantile",0.6,2020-06-21,"2020-06-27",156.160025661804
"72","1 wk ahead cum death","quantile",0.65,2020-06-21,"2020-06-27",156.423832326792
"72","1 wk ahead cum death","quantile",0.7,2020-06-21,"2020-06-27",156.642859137179
"72","1 wk ahead cum death","quantile",0.75,2020-06-21,"2020-06-27",157.946790455698
"72","1 wk ahead cum death","quantile",0.8,2020-06-21,"2020-06-27",158.532468144058
"72","1 wk ahead cum death","quantile",0.85,2020-06-21,"2020-06-27",158.941731465175
"72","1 wk ahead cum death","quantile",0.9,2020-06-21,"2020-06-27",159.508385711929
"72","1 wk ahead cum death","quantile",0.95,2020-06-21,"2020-06-27",161.469806164002
"72","1 wk ahead cum death","quantile",0.975,2020-06-21,"2020-06-27",164.234579252101
"72","1 wk ahead cum death","quantile",0.99,2020-06-21,"2020-06-27",166.65447231746
"45","4 wk ahead cum death","quantile",0.01,2020-06-21,"2020-07-18",824.918080891119
